study_name,questionnaire_name,answer_list,value,label_de,label,answer_list_name
soep-is,soep-is-2011,q224,6,"Angestellte mit umfassenden Führungsaufgaben wie zum Beispiel Direktorin, Geschäftsführerin oder Vorstand größerer Betriebe und Verbände","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)",q224
soep-is,soep-is-2011,q224,7,Weiß nicht,Don't know,q224
soep-is,soep-is-2011,q224,-2,Keine Angabe,No answer,q224
soep-is,soep-is-2011,q225,1,Einfacher Dienst,Lower level,q225
soep-is,soep-is-2011,q225,2,Mittlerer Dienst,Middle level,q225
soep-is,soep-is-2011,q225,3,Gehobener Dienst,Upper level,q225
soep-is,soep-is-2011,q225,4,Höherer Dienst,Executive level,q225
soep-is,soep-is-2011,q225,5,Weiß nicht,Don't know,q225
soep-is,soep-is-2011,q225,-2,Keine Angabe,No answer,q225
soep-is,soep-is-2011,q226,1,Selbständige Landwirtin ohne Beschäftigte,Self-employed farmer without employees,q226
soep-is,soep-is-2011,q226,2,Selbständige Landwirtin mit Beschäftigte,Self-employed farmer with employees,q226
soep-is,soep-is-2011,q226,3,"Freie Berufe, selbständige Akademikerin ohne Beschäftigte",Freelance professional or academic without employees,q226
soep-is,soep-is-2011,q226,4,"Freie Berufe, selbständige Akademikerin mit Beschäftigte",Freelance professional or academic with employees,q226
soep-is,soep-is-2011,q226,5,Sonstige Selbständige ohne Beschäftigte,Other self-employed professional without employees,q226
soep-is,soep-is-2011,q226,6,Sonstige Selbständige mit Beschäftigte,Other self-employed professional with employees,q226
soep-is,soep-is-2011,q226,7,Mithelfender Familienangehörige,Assisting self-employed family member,q226
soep-is,soep-is-2011,q226,8,Weiß nicht,Don't know,q226
soep-is,soep-is-2011,q226,-2,Keine Angabe,No answer,q226
soep-is,soep-is-2011,q228,1,Ja,Yes,q228
soep-is,soep-is-2011,q228,2,Nein,No,q228
soep-is,soep-is-2011,q228,-2,Keine Angabe,No answer,q228
soep-is,soep-is-2011,q229,1,Katholisch,Catholic,q229
soep-is,soep-is-2011,q229,2,Evangelisch,Protestant,q229
soep-is,soep-is-2011,q229,3,Mitglied einer anderen christlichen Religionsgemeinschaft,Member of another Christian denomination or religious community,q229
soep-is,soep-is-2011,q229,4,Mitglied einer islamischen Religionsgemeinschaft,Member of an Islamic religious community,q229
soep-is,soep-is-2011,q229,5,Mitglied einer anderen Religionsgemeinschaft,Member of another religious community,q229
soep-is,soep-is-2011,q229,-2,Keine Angabe,No answer,q229
soep-is,soep-is-2011,q23,1,Ja,Yes,q23
soep-is,soep-is-2011,q23,2,Nein,No,q23
soep-is,soep-is-2011,q23,-1,Keine Angabe,No answer,q23
soep-is,soep-is-2011,q231,1,Sehr gut,Very good,q231
soep-is,soep-is-2011,q231,2,Gut,Good,q231
soep-is,soep-is-2011,q231,3,Zufriedenstellend,Satisfactory,q231
soep-is,soep-is-2011,q231,4,Weniger gut,Poor,q231
soep-is,soep-is-2011,q231,5,Schlecht,Bad,q231
soep-is,soep-is-2011,q231,-2,Keine Angabe,No answer,q231
soep-is,soep-is-2011,q232,1,Stark,A lot,q232
soep-is,soep-is-2011,q232,2,Ein wenig,A little,q232
soep-is,soep-is-2011,q232,3,Gar nicht,Not at all,q232
soep-is,soep-is-2011,q232,-2,Keine Angabe,No answer,q232
soep-is,soep-is-2011,q234,1,"Ja, stark eingeschränkt","Yes, severely",q234
soep-is,soep-is-2011,q234,2,"Ja, etwas eingeschränkt","Yes, somewhat",q234
soep-is,soep-is-2011,q234,3,"Nein, nicht eingeschränkt","No, not at all",q234
soep-is,soep-is-2011,q234,-2,Keine Angabe,No answer,q234
soep-is,soep-is-2011,q235,1,Ja,Yes,q235
soep-is,soep-is-2011,q235,2,Nein,No,q235
soep-is,soep-is-2011,q235,-2,Keine Angabe,No answer,q235
soep-is,soep-is-2011,q238,1,Ja,Yes,q238
soep-is,soep-is-2011,q238,2,Nein,No,q238
soep-is,soep-is-2011,q238,-2,Keine Angabe,No answer,q238
soep-is,soep-is-2011,q24,1,Ja,Yes,q24
soep-is,soep-is-2011,q24,2,Nein,No,q24
soep-is,soep-is-2011,q24,-1,Keine Angabe,No answer,q24
soep-is,soep-is-2011,q241,1,In einer gesetzlichen Krankenversicherung,Statutory health insurance,q241
soep-is,soep-is-2011,q241,2,Ausschließlich privat versichert,Private insurance only,q241
soep-is,soep-is-2011,q241,-2,Keine Angabe,No answer,q241
soep-is,soep-is-2011,q244,0,0 = Ganz und gar unzufrieden,0 = Completely dissatisfied,q244
soep-is,soep-is-2011,q244,1,1,1,q244
soep-is,soep-is-2011,q244,2,2,2,q244
soep-is,soep-is-2011,q244,3,3,3,q244
soep-is,soep-is-2011,q244,4,4,4,q244
soep-is,soep-is-2011,q244,5,5,5,q244
soep-is,soep-is-2011,q244,6,6,6,q244
soep-is,soep-is-2011,q244,7,7,7,q244
soep-is,soep-is-2011,q244,8,8,8,q244
soep-is,soep-is-2011,q244,9,9,9,q244
soep-is,soep-is-2011,q244,10,10 = Ganz und gar zufrieden,10 = Completely satisfied,q244
soep-is,soep-is-2011,q244,-2,Keine Angabe,No answer,q244
soep-is,soep-is-2011,q245,0,0 = Ganz und gar unzufrieden,0 = Completely dissatisfied,q245
soep-is,soep-is-2011,q245,1,1,1,q245
soep-is,soep-is-2011,q245,2,2,2,q245
soep-is,soep-is-2011,q245,3,3,3,q245
soep-is,soep-is-2011,q245,4,4,4,q245
soep-is,soep-is-2011,q245,5,5,5,q245
soep-is,soep-is-2011,q245,6,6,6,q245
soep-is,soep-is-2011,q245,7,7,7,q245
soep-is,soep-is-2011,q245,8,8,8,q245
soep-is,soep-is-2011,q245,9,9,9,q245
soep-is,soep-is-2011,q245,10,10 = Ganz und gar zufrieden,10 = Completely satisfied,q245
soep-is,soep-is-2011,q245,-2,Keine Angabe,No answer,q245
soep-is,soep-is-2011,q2502,1,Ja,Yes,q2502
soep-is,soep-is-2011,q2502,2,Nein,No,q2502
soep-is,soep-is-2011,q2502,-1,Keine Angabe,No answer,q2502
soep-is,soep-is-2011,q261,1,Ja,Yes,q261
soep-is,soep-is-2011,q261,2,Nein,No,q261
soep-is,soep-is-2011,q261,-1,Keine Angabe,No answer,q261
soep-is,soep-is-2011,q267,1,Oft,Frequently,q267
soep-is,soep-is-2011,q267,2,Manchmal,Sometimes,q267
soep-is,soep-is-2011,q267,3,Selten,Rarely,q267
soep-is,soep-is-2011,q267,4,Nie,Never,q267
soep-is,soep-is-2011,q267,-2,Keine Angabe,No answer,q267
soep-is,soep-is-2011,q28,1,Ja,Yes,q28
soep-is,soep-is-2011,q28,2,Nein,No,q28
soep-is,soep-is-2011,q28,-1,Keine Angabe,No answer,q28
soep-is,soep-is-2011,q3,1,männlich,Male,q3
soep-is,soep-is-2011,q3,2,weiblich,Female,q3
soep-is,soep-is-2011,q30,1,Ja,Yes,q30
soep-is,soep-is-2011,q30,2,Nein,No,q30
soep-is,soep-is-2011,q30,-1,Keine Angabe,No answer,q30
soep-is,soep-is-2011,q33,1,Ja,Yes,q33
soep-is,soep-is-2011,q33,2,Nein,No,q33
soep-is,soep-is-2011,q33,-1,Keine Angabe,No answer,q33
soep-is,soep-is-2011,q35,1,Ja,Yes,q35
soep-is,soep-is-2011,q35,2,Nein,No,q35
soep-is,soep-is-2011,q35,-1,Keine Angabe,No answer,q35
soep-is,soep-is-2011,q37,1,unter 250 Euro,Less than 250 euro,q37
soep-is,soep-is-2011,q37,2,250 bis unter 1.000 Euro,"From 250 to less than 1,000 euros",q37
soep-is,soep-is-2011,q37,3,1.000 bis unter 2.500 Euro,"From 1,000 to less than 2,500 euros",q37
soep-is,soep-is-2011,q37,4,2.500 bis unter 5.000 Euro,"From 2,500 to less than 5,000 euros",q37
soep-is,soep-is-2011,q37,5,5.000 bis unter 10.000 Euro,"From 5,000 to less than 10,000 euros",q37
soep-is,soep-is-2011,q37,6,10.000 Euro und mehr,"10,000 euros and more",q37
soep-is,soep-is-2011,q37,-1,Keine Angabe,No answer,q37
soep-is,soep-is-2011,q38,1,Ja,Yes,q38
soep-is,soep-is-2011,q38,2,Nein,No,q38
soep-is,soep-is-2011,q48,1,Ja,Yes,q48
soep-is,soep-is-2011,q48,2,Nein,No,q48
soep-is,soep-is-2011,q48,-1,Keine Angabe,No answer,q48
soep-is,soep-is-2011,q49,1,Ja,Yes,q49
soep-is,soep-is-2011,q49,2,Nein,No,q49
soep-is,soep-is-2011,q49,-1,Keine Angabe,No answer,q49
soep-is,soep-is-2011,q50,1,Pflegestufe 1,care level 1,q50
soep-is,soep-is-2011,q50,2,Pflegestufe 2,care level 2,q50
soep-is,soep-is-2011,q50,3,Pflegestufe 3,care level 3,q50
soep-is,soep-is-2011,q50,4,Nein,No,q50
soep-is,soep-is-2011,q50,-1,Keine Angabe,No answer,q50
soep-is,soep-is-2011,q52,0,0,0,q52
soep-is,soep-is-2011,q52,1,1,1,q52
soep-is,soep-is-2011,q52,2,2,2,q52
soep-is,soep-is-2011,q52,3,3,3,q52
soep-is,soep-is-2011,q52,4,4,4,q52
soep-is,soep-is-2011,q52,5,5,5,q52
soep-is,soep-is-2011,q52,6,6,6,q52
soep-is,soep-is-2011,q52,7,7,7,q52
soep-is,soep-is-2011,q52,8,8,8,q52
soep-is,soep-is-2011,q52,9,9,9,q52
soep-is,soep-is-2011,q52,10,10,10,q52
soep-is,soep-is-2011,q52,-1,KA,No answer,q52
soep-is,soep-is-2011,q52.2,0,0,0,q52.2
soep-is,soep-is-2011,q52.2,1,1,1,q52.2
soep-is,soep-is-2011,q52.2,2,2,2,q52.2
soep-is,soep-is-2011,q52.2,3,3,3,q52.2
soep-is,soep-is-2011,q52.2,4,4,4,q52.2
soep-is,soep-is-2011,q52.2,5,5,5,q52.2
soep-is,soep-is-2011,q52.2,6,6,6,q52.2
soep-is,soep-is-2011,q52.2,7,7,7,q52.2
soep-is,soep-is-2011,q52.2,8,8,8,q52.2
soep-is,soep-is-2011,q52.2,9,9,9,q52.2
soep-is,soep-is-2011,q52.2,10,10,10,q52.2
soep-is,soep-is-2011,q52.2,-9,TNZ,Does not apply,q52.2
soep-is,soep-is-2011,q52.2,-1,KA,No answer,q52.2
soep-is,soep-is-2011,q53,1,Sehr selten,Very rarely,q53
soep-is,soep-is-2011,q53,2,Selten,Rarely,q53
soep-is,soep-is-2011,q53,3,Manchmal,Occasionally,q53
soep-is,soep-is-2011,q53,4,Oft,Often,q53
soep-is,soep-is-2011,q53,5,Sehr oft,Very often,q53
soep-is,soep-is-2011,q53,-1,Keine Angabe,No answer,q53
soep-is,soep-is-2011,q54,0,Gar nicht risikobereit,Risk averse,q54
soep-is,soep-is-2011,q54,1,1,1,q54
soep-is,soep-is-2011,q54,2,2,2,q54
soep-is,soep-is-2011,q54,3,3,3,q54
soep-is,soep-is-2011,q54,4,4,4,q54
soep-is,soep-is-2011,q54,5,5,5,q54
soep-is,soep-is-2011,q54,6,6,6,q54
soep-is,soep-is-2011,q54,7,7,7,q54
soep-is,soep-is-2011,q54,8,8,8,q54
soep-is,soep-is-2011,q54,9,9,9,q54
soep-is,soep-is-2011,q54,10,Sehr risikobereit,Fully prepared to take risks,q54
soep-is,soep-is-2011,q55,1,Typisch männlich,Typical male,q55
soep-is,soep-is-2011,q55,2,Eher männlich,Rather male,q55
soep-is,soep-is-2011,q55,3,Weder noch,Neither nor,q55
soep-is,soep-is-2011,q55,4,Eher weiblich,Rather female,q55
soep-is,soep-is-2011,q55,5,Typisch weiblich,Typical female,q55
soep-is,soep-is-2011,q55,-1,Keine Angabe,No answer,q55
soep-is,soep-is-2011,q56,1,1 Sehr unwahrscheinlich,1 Very unlikely,q56
soep-is,soep-is-2011,q56,2,2,2,q56
soep-is,soep-is-2011,q56,3,3,3,q56
soep-is,soep-is-2011,q56,4,4,4,q56
soep-is,soep-is-2011,q56,5,5,5,q56
soep-is,soep-is-2011,q56,6,6,6,q56
soep-is,soep-is-2011,q56,7,7 Sehr wahrscheinlich,7 Very likley,q56
soep-is,soep-is-2011,q56,-1,Keine Angabe,No answer,q56
soep-is,soep-is-2011,q57,1,1 Sehr unwahrscheinlich,1 Very unlikely,q57
soep-is,soep-is-2011,q57,2,2,2,q57
soep-is,soep-is-2011,q57,3,3,3,q57
soep-is,soep-is-2011,q57,4,4,4,q57
soep-is,soep-is-2011,q57,5,5,5,q57
soep-is,soep-is-2011,q57,6,6,6,q57
soep-is,soep-is-2011,q57,7,7 Sehr wahrscheinlich,7 Very likley,q57
soep-is,soep-is-2011,q57,-1,Keine Angabe,No answer,q57
soep-is,soep-is-2011,q58,1,Sehr stark,Very much,q58
soep-is,soep-is-2011,q58,2,Stark,Much,q58
soep-is,soep-is-2011,q58,3,Nicht so stark,Not so much,q58
soep-is,soep-is-2011,q58,4,überhaupt nicht,Not at all,q58
soep-is,soep-is-2011,q58,-1,Keine Angabe,No answer,q58
soep-is,soep-is-2011,q59,1,Ja,Yes,q59
soep-is,soep-is-2011,q59,2,Nein,No,q59
soep-is,soep-is-2011,q59,-1,Keine Angabe,No answer,q59
soep-is,soep-is-2011,q6,1,"Ja, die Befragungsperson beantwortet die Fragen zum Haushalt","Yes, respondent answers the questions about the household",q6
soep-is,soep-is-2011,q6,2,"Nein, eine andere Person im Haushalt wird die Fragen zum Haushalt beantworten beziehungsweise hat diese Fragen bereits beantwortet","No, another person in the household will answer the questions about the household, or has already answered these questions",q6
soep-is,soep-is-2011,q60,1,SPD,SPD,q60
soep-is,soep-is-2011,q60,2,CDU,CDU,q60
soep-is,soep-is-2011,q60,3,CSU,CSU,q60
soep-is,soep-is-2011,q60,4,FDP,FDP,q60
soep-is,soep-is-2011,q60,5,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen,q60
soep-is,soep-is-2011,q60,6,Die Linke,Die Linke,q60
soep-is,soep-is-2011,q60,7,DVU/Republikaner/NPD,DVU/Republikaner/NPD,q60
soep-is,soep-is-2011,q60,8,Andere,Other,q60
soep-is,soep-is-2011,q60,-1,Keine Angabe,No answer,q60
soep-is,soep-is-2011,q61,1,Jede Woche,At least once a week,q61
soep-is,soep-is-2011,q61,2,Jeden Monat,At least once a month,q61
soep-is,soep-is-2011,q61,3,Seltener,Less often,q61
soep-is,soep-is-2011,q61,4,Nie,Never,q61
soep-is,soep-is-2011,q61,-1,Keine Angabe,No answer,q61
soep-is,soep-is-2011,q62,1,Ja,Yes,q62
soep-is,soep-is-2011,q62,2,Nein,No,q62
soep-is,soep-is-2011,q64,1,"Verheiratet, mit Ehepartner zusammenlebend","Married, living with spouse",q64
soep-is,soep-is-2011,q64,2,Eingetragene gleichgeschlechtliche Partnerschaft zusammenlebend,Registered same-sex partnership,q64
soep-is,soep-is-2011,q64,3,"Verheiratet, dauernd getrennt lebend","Married, living separately from spouse (on a permanent basis)",q64
soep-is,soep-is-2011,q64,4,Eingetragene gleichgeschlechtliche Partnerschaft getrennt lebend,"Registered same-sex partnership (eingetragene gleichgeschlechtliche Partnerschaft), living separately",q64
soep-is,soep-is-2011,q64,5,Ledig,Single,q64
soep-is,soep-is-2011,q64,6,Geschieden / eingetragene gleichgeschlechtliche Lebenspartnerschaft aufgehoben,Divorced / registered same-sex partnership (eingetragene gleichgeschlechtliche Partnerschaft) annulled,q64
soep-is,soep-is-2011,q64,7,Verwitwet / Lebenspartner/-in aus eingetragener gleichgeschlechtlicher Lebenspartnerschaft verstorben,Widowed / life partner from registered partnership (eingetragene gleichgeschlechtliche Partnerschaft) deceased,q64
soep-is,soep-is-2011,q64,9,Keine Angabe,No answer,q64
soep-is,soep-is-2011,q65,1,Ja,Yes,q65
soep-is,soep-is-2011,q65,2,Nein,No,q65
soep-is,soep-is-2011,q66,1,Ja,Yes,q66
soep-is,soep-is-2011,q66,2,Nein,No,q66
soep-is,soep-is-2011,q67,1,Ja,Yes,q67
soep-is,soep-is-2011,q67,2,Nein,No,q67
soep-is,soep-is-2011,q67,9,Keine Angabe,No answer,q67
soep-is,soep-is-2011,q70,1,Ja,Yes,q70
soep-is,soep-is-2011,q70,2,Nein,No,q70
soep-is,soep-is-2011,q70,9,Keine Angabe,No answer,q70
soep-is,soep-is-2011,q72,1,Seit Geburt,Since birth,q72
soep-is,soep-is-2011,q72,2,Erst später erworben,At a later date,q72
soep-is,soep-is-2011,q72,9,Keine Angabe,No answer,q72
soep-is,soep-is-2011,q74,1,Ja,Yes,q74
soep-is,soep-is-2011,q74,2,Nein,No,q74
soep-is,soep-is-2011,q74,9,Keine Angabe,No answer,q74
soep-is,soep-is-2011,q77,1,Ja,Yes,q77
soep-is,soep-is-2011,q77,2,Nein,No,q77
soep-is,soep-is-2011,q77,9,Keine Angabe,No answer,q77
soep-is,soep-is-2011,q79,1,Ja,Yes,q79
soep-is,soep-is-2011,q79,2,Nein,No,q79
soep-is,soep-is-2011,q79,9,Keine Angabe,No answer,q79
soep-is,soep-is-2011,q8,1,Ja,Yes,q8
soep-is,soep-is-2011,q8,2,Nein,No,q8
soep-is,soep-is-2011,q8,9,Keine Angabe,No answer,q8
soep-is,soep-is-2011,q81,1,Ja,Yes,q81
soep-is,soep-is-2011,q81,2,Nein,No,q81
soep-is,soep-is-2011,q81,9,Keine Angabe,No answer,q81
soep-is,soep-is-2011,q83,1,Ja,Yes,q83
soep-is,soep-is-2011,q83,2,Nein,No,q83
soep-is,soep-is-2011,q83,9,Keine Angabe,No answer,q83
soep-is,soep-is-2011,q86,1,Durch Trennung,Separation,q86
soep-is,soep-is-2011,q86,2,Durch Tod,Death,q86
soep-is,soep-is-2011,q86,9,Keine Angabe,No answer,q86
soep-is,soep-is-2011,q87,1,Ja,Yes,q87
soep-is,soep-is-2011,q87,2,Nein,No,q87
soep-is,soep-is-2011,q87,9,Keine Angabe,No answer,q87
soep-is,soep-is-2011,q90,1,Ja,Yes,q90
soep-is,soep-is-2011,q90,2,Nein,No,q90
soep-is,soep-is-2011,q90,9,Keine Angabe,No answer,q90
soep-is,soep-is-2011,q92,1,Ja,Yes,q92
soep-is,soep-is-2011,q92,2,Nein,No,q92
soep-is,soep-is-2011,q92,9,Keine Angabe,No answer,q92
soep-is,soep-is-2011,q94,1,Ja,Yes,q94
soep-is,soep-is-2011,q94,2,Nein,No,q94
soep-is,soep-is-2011,q94,9,Keine Angabe,No answer,q94
soep-is,soep-is-2011,q96,1,Ja,Yes,q96
soep-is,soep-is-2011,q96,2,Nein,No,q96
soep-is,soep-is-2011,q96,9,Keine Angabe,No answer,q96
soep-is,soep-is-2011,q98,1,Durch Trennung,Separation,q98
soep-is,soep-is-2011,q98,2,Durch Tod,Death,q98
soep-is,soep-is-2011,q98,9,Keine Angabe,No answer,q98
soep-is,soep-is-2011,znettox1,1,Niedriger als 1.500 Euro,less than 1.500 euros,znettox1
soep-is,soep-is-2011,znettox1,2,Höher als 1.500 Euro,more than 1.500 euros,znettox1
soep-is,soep-is-2011,znettox1,-1,Keine Angabe,No answer,znettox1
soep-is,soep-is-2011,znettox2,1,Niedriger als 750 Euro,less than 750 euros,znettox2
soep-is,soep-is-2011,znettox2,2,Höher als 750 Euro,more than 750 euros,znettox2
soep-is,soep-is-2011,znettox2,-1,Keine Angabe,No answer,znettox2
soep-is,soep-is-2011,znettox3,1,Niedriger als 2.500 Euro,less than 2.500 euros,znettox3
soep-is,soep-is-2011,znettox3,2,Höher als 2.500 Euro,more than 2.500 euros,znettox3
soep-is,soep-is-2011,znettox3,-1,Keine Angabe,No answer,znettox3
soep-is,soep-is-2011,znettox4,1,Niedriger als 3.500 Euro,less than 3.500 euros,znettox4
soep-is,soep-is-2011,znettox4,2,Höher als 3.500 Euro,more than 3.500 euros,znettox4
soep-is,soep-is-2011,znettox4,-1,Keine Angabe,No answer,znettox4
soep-is,soep-is-2011,znettox5,1,Niedriger als 5.000 Euro,less than 5.000 euros,znettox5
soep-is,soep-is-2011,znettox5,2,Höher als 5.000 Euro,more than 5.000 euros,znettox5
soep-is,soep-is-2011,znettox5,-1,Keine Angabe,No answer,znettox5
soep-is,soep-is-2012-aufwuchs,W02,1,Richtiger Haushalt,Right household,w02
soep-is,soep-is-2012-aufwuchs,W02,2,Falscher Haushalt,Wrong household,w02
soep-is,soep-is-2012-aufwuchs,W03a,1,Interview durchführen,Perform interview,w03a
soep-is,soep-is-2012-aufwuchs,W03a,2,Ausfall erfassen,Entering an outage,w03a
soep-is,soep-is-2012-aufwuchs,Wum1,1,"Nein, keine Sprachprobleme","No, no language problems",wum1
soep-is,soep-is-2012-aufwuchs,Wum1,2,"Ja, gewisse Sprachprobleme","Yes, some language problems",wum1
soep-is,soep-is-2012-aufwuchs,Wum1,3,"Ja, große Sprachprobleme","Yes, big language problems",wum1
soep-is,soep-is-2012-aufwuchs,Wum2,1,"Sehr gut, in gehobenem Zustand","Very good, in upscale condition",wum2
soep-is,soep-is-2012-aufwuchs,Wum2,2,"Keine besonderen Auffälligkeiten, guter Zustand","No specific abnormalities, in good condition",wum2
soep-is,soep-is-2012-aufwuchs,Wum2,3,"Gemischter Eindruck, teilweiser ungepflegter Zustand","Mixed impression, partial untended condition",wum2
soep-is,soep-is-2012-aufwuchs,Wum2,4,"Eher heruntergekommen, macht verwahrlosten Eindruck","Rather run down, makes bedraggled  impression",wum2
soep-is,soep-is-2012-aufwuchs,Wum2,-1,Keine Angabe,No answer,wum2
soep-is,soep-is-2012-aufwuchs,Wum3,1,"Sehr gut, in gehobenem Zustand","Very good, in upscale condition",wum3
soep-is,soep-is-2012-aufwuchs,Wum3,2,"Keine besonderen Auffälligkeiten, guter Zustand","No specific abnormalities, in good condition",wum3
soep-is,soep-is-2012-aufwuchs,Wum3,3,"Gemischter Eindruck, teilweiser ungepflegter Zustand","Mixed impression, partial untended condition",wum3
soep-is,soep-is-2012-aufwuchs,Wum3,4,"Eher heruntergekommen, macht verwahrlosten Eindruck","Rather run down, makes bedraggled  impression",wum3
soep-is,soep-is-2012-aufwuchs,Wum3,-1,Keine Angabe,No answer,wum3
soep-is,soep-is-2012-aufwuchs,Wum5,1,Sehr sicher und angenehm,very safe and comfortable,wum5
soep-is,soep-is-2012-aufwuchs,Wum5,2,Überwiegend sicher und angenehm,mostly safe and comfortable,wum5
soep-is,soep-is-2012-aufwuchs,Wum5,3,"Eher nicht sicher, eher unangenehm","rather not safe, rather uncomfortable",wum5
soep-is,soep-is-2012-aufwuchs,Wum5,4,"Sehr unangenehm, teilweise bedrohlich","very uncomfortable, partly forbidding",wum5
soep-is,soep-is-2012-aufwuchs,Wum5,-1,Keine Angabe,No answer,wum5
soep-is,soep-is-2012-aufwuchs,wum6,1,Ein reines Wohngebiet mit überwiegend Altbauten,,wum6
soep-is,soep-is-2012-aufwuchs,wum6,2,Ein reines Wohngebiet mit überwiegend Neubauten,,wum6
soep-is,soep-is-2012-aufwuchs,wum6,3,Ein Mischgebiet mit Wohnungen und Geschäften bzw. Gewerbebetrieben,,wum6
soep-is,soep-is-2012-aufwuchs,wum6,4,"Ein Geschäftszentrum (Läden, Banken, Verwaltungen) mit wenigen Wohnungen",,wum6
soep-is,soep-is-2012-aufwuchs,wum6,5,Ein Gewerbe- bzw. Industriegebiet mit wenigen Wohnungen,,wum6
soep-is,soep-is-2012-aufwuchs,A000C,1,männlich,male,a000c
soep-is,soep-is-2012-aufwuchs,A000C,2,weiblich,female,a000c
soep-is,soep-is-2012-aufwuchs,A000A,1,Personennummer/Name/ Geburtsjahr/ Geschlecht,Person number/ name/ year of birth /sex,a000a
soep-is,soep-is-2012-aufwuchs,A000A,2,Andere Person im Haushalt,Other person in houshold,a000a
soep-is,soep-is-2012-aufwuchs,A000A,3,Falscher Haushalt,Wrong household,a000a
soep-is,soep-is-2012-aufwuchs,hh,1,Fragen zum Haushalt beantworten,Answer questions about the houshold,hh
soep-is,soep-is-2012-aufwuchs,hh,2,Fragen zum Haushalt überspringen,Skip questions about the houshold,hh
soep-is,soep-is-2012-aufwuchs,film01,1,"Ja, ich habe den Film bereits gesehen","Yes, I have already seen the film",film01
soep-is,soep-is-2012-aufwuchs,film01,2,"Ja, eine andere Person im Haushalt hat den Film bereits gesehen","Yes, another person in the household has already seen the film",film01
soep-is,soep-is-2012-aufwuchs,film01,3,Nein,No,film01
soep-is,soep-is-2012-aufwuchs,film02,1,Film zeigen,Show film,film02
soep-is,soep-is-2012-aufwuchs,film02,2,Film nicht zeigen,Don't show film,film02
soep-is,soep-is-2012-aufwuchs,hhtyp,1,Landwirtschaftliches Wohngebäude,Farm house,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,2,Freistehendes Ein- oder Zweifamilienhaus,Free standing one or two family house,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,3,Ein- oder  Zweifamilienhaus als Reihenhaus oder Doppelhaus,One or two family house as row or double house,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,4,Wohnhaus mit 3 bis 4 Wohnungen,Building with 3 to 4 flats,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,5,Wohnhaus mit 5 bis 8 Wohnungen,Building with 5 to 8 flats,hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,6,"Wohnhaus mit 9 und mehr Wohnungen, aber höchstens 8 Stockwerken, also kein Hochhaus",Building with 9 or more flats (but no more than 8 floors/stories),hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,7,Hochhaus mit 9 und mehr Stockwerken,High-rise (9 or more floors/stories),hhtyp
soep-is,soep-is-2012-aufwuchs,hhtyp,-1,Keine Angabe,No answer,hhtyp
soep-is,soep-is-2012-aufwuchs,hheim,11,Ja,Yes,hheim
soep-is,soep-is-2012-aufwuchs,hheim,1,Nein,No,hheim
soep-is,soep-is-2012-aufwuchs,hheim,-1,Keine Angabe,No answer,hheim
soep-is,soep-is-2012-aufwuchs,hwohn09,1,vor 1919,Before 1919,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,2,1919 bis 1948,1919 to 1948,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,3,1949 bis 1971,1949 to 1971,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,4,1972 bis 1980,1972 to 1980,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,5,1981 bis 1990,1981 to 1990,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,6,1991 bis 2000,1991 to 2000,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,7,2001 bis 2010,2001 to 2010,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,8,2011 und später,2011 and later,hwohn09
soep-is,soep-is-2012-aufwuchs,hwohn09,-1,Keine Angabe,No answer,hwohn09
soep-is,soep-is-2012-aufwuchs,131972,1972,1972,1972,131972
soep-is,soep-is-2012-aufwuchs,131972,1973,1973,1973,131972
soep-is,soep-is-2012-aufwuchs,131972,1974,1974,1974,131972
soep-is,soep-is-2012-aufwuchs,131972,1975,1975,1975,131972
soep-is,soep-is-2012-aufwuchs,131972,1976,1976,1976,131972
soep-is,soep-is-2012-aufwuchs,131972,1977,1977,1977,131972
soep-is,soep-is-2012-aufwuchs,131972,1978,1978,1978,131972
soep-is,soep-is-2012-aufwuchs,131972,1979,1979,1979,131972
soep-is,soep-is-2012-aufwuchs,131972,1980,1980,1980,131972
soep-is,soep-is-2012-aufwuchs,131972,98,Nein,No,131972
soep-is,soep-is-2012-aufwuchs,131972,99,Keine Angabe,No answer,131972
soep-is,soep-is-2012-aufwuchs,131981,1981,1981,1981,131981
soep-is,soep-is-2012-aufwuchs,131981,1982,1982,1982,131981
soep-is,soep-is-2012-aufwuchs,131981,1983,1983,1983,131981
soep-is,soep-is-2012-aufwuchs,131981,1984,1984,1984,131981
soep-is,soep-is-2012-aufwuchs,131981,1985,1985,1985,131981
