"name","title","author","year","abstract","cite","type","studies","url","doi","study"
9583,"Principles of the Just Distribution of Benefits and Burdens: The ""Basic Social Justice Orientations"" Scale for Measuring Order-Related Social Justice Attitudes","Stefan Liebig, Sebastian Hülle, Meike May",2016,"The paper introduces a short scale for measuring attitudes to four fundamental principles of the just distribution of benefits and burdens in a society. The Basic Social Justice Orientations (BSJO) scale is an eight-item scale that measures agreement with the equality, equity, need, and entitlement principle. In contrast to comparable other scales that have been used in justice research in the past, the BSJO scale is consistent with the current state of empirical justice research andallows for the study of the constructs distinguished by studies in that area and, more specifically, in the context of population surveys and with respect to societal distribution conflicts. The paper reports the methodological aspects of the construction and use of the scale in population surveys, as well as results concerning reliability and construct validation. The study uses data from three general social surveys that have been conducted in Germany: LINOS-1, SOEP Innovation Sample 2012, and ALLBUS 2014. The analysis of these three data sets confirms the assumed four-factorial structure of the justice dimensions, and the validation of the construct confirms the hypothesized relationships between the dimensions of the BSJO scale and socio-structural characteristics, political attitudes, and other justice related attitudes.","Stefan Liebig, Sebastian Hülle, Meike May. 2016: Principles of the Just Distribution of Benefits and Burdens: The ""Basic Social Justice Orientations"" Scale for Measuring Order-Related Social Justice Attitudes. SOEPpapers 831. Berlin: DIW Berlin","32 SOEPpaper","SOEP-IS, ALLBUS, LINOS-1","https://www.diw.de/documents/publikationen/73/diw_01.c.530548.de/diw_sp0831.pdf",,"soep-is"
9627,"The SOEP Innovation Sample (SOEP IS)","David Richter, Jürgen Schupp",2015,,"David Richter, Jürgen Schupp. 2015: The SOEP Innovation Sample (SOEP IS). Schmollers Jahrbuch 135 (3), 389-399","03 Refereed Journal","SOEP-IS",,"10.3790/schm.135.3.389","soep-is"
9633,"SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe)","SOEP-IS Group",2016,,"SOEP-IS Group. 2016: SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe). SOEP Survey Papers 332 : Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/142783",,"soep-is"
9634,"SOEP-IS 2013 – Fragebogen für die SOEP-Innovations-Stichprobe","SOEP-IS Group",2016,,"SOEP-IS Group. 2016: SOEP-IS 2013 – Fragebogen für die SOEP-Innovations-Stichprobe. SOEP Survey Papers 333: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/142784",,"soep-is"
9708,"Day-To-Day Affect is Surprisingly Stable: A 2-Year Longitudinal Study of Well-Being","Nathan W. Hudson, Richard E. Lucas, M. Brent Donnellan",2017,"Previous research suggests global assessments of cognitive well-being—life satisfaction—are relatively stable over time. Far fewer studies have examined the extent to which experiential measures of affective well-being—the moods/emotions people regularly experience—are stable, especially over extended periods of time. The present study used longitudinal data from a representative sample of Germans to investigate the long-term stability of different components of well-being. Participants provided global ratings of life satisfaction and affect, along with experiential measures of well-being up to 3 times over 2 years. Results indicated between one-third and one half of the variance in people’s daily affect was attributable to trait-like latent variables. Replicating meta-analytic findings, 50% of the variance in global measures of well-being was attributable to trait-like latent variables.","Nathan W. Hudson, Richard E. Lucas, M. Brent Donnellan. 2017: Day-To-Day Affect is Surprisingly Stable: A 2-Year Longitudinal Study of Well-Being. Social Psychological and Personality Science 8 (1), 45-54","02 SSCI Journal","SOEP-IS",,"10.1177/1948550616662129","soep-is"
9734,"Solidarity with EU Countries in Crisis: Results of a 2015 Socio-Economic Panel (SOEP) Survey","Holger Lengfeld, Martin Kroh",2016,"In response to the European sovereign debt and currency crisis, the EU has begun to implement measures toward fiscal solidarity at least for the euro area. Survey data from the Socio-Economic Panel (SOEP) study show that just under half of all adults in Germany generally support providing assistance to EU countries experiencing financial difficulties. Almost one in three respondents also advocate the idea of an individual solidarity contribution for countries in crisis. In return, the majority of people in Germany expect these countries to reduce public spending and forge ahead with privatization. Only a minority call for the crisis country to make cuts in its social spending.","Holger Lengfeld, Martin Kroh. 2016: Solidarity with EU Countries in Crisis: Results of a 2015 Socio-Economic Panel (SOEP) Survey. DIW Economic Bulletin 6 (39), 473-479","05 DIW Weekly Report","SOEP-IS","https://www.diw.de/documents/publikationen/73/diw_01.c.543717.de/diw_econ_bull_2016-39-1.pdf",,"soep-is"
9841,"Getting Older, Feeling Less? A Cross-Sectional and Longitudinal Investigation of Developmental Patterns in Experiential Well-Being","Nathan W. Hudson, Richard E. Lucas, M. Brent Donnellan",2016,"A large body of previous research suggests that people’s global evaluations of their well-being tend to increase as a function of age. Fewer studies, however, have examined the extent to which people’s in vivo experiences of well-being (e.g., felt emotions) vary as a function of age—and the existing findings are mixed. The present study used an approximately nationally representative sample of more than 2,500 Germans to evaluate developmental patterns in both experiential and global well-being using cross-sectional and longitudinal analyses. The cross-sectional and longitudinal findings converged on the idea that affect—whether positive or negative, global or experiential—decreases as a function of age and time. In contrast, life satisfaction appears to remain consistent, or perhaps decline across midlife before rebounding in old age. These findings suggest that affective well-being may develop in a nuanced way across adulthood: Negative affect appears to ebb with age—but so does positive affect.","Nathan W. Hudson, Richard E. Lucas, M. Brent Donnellan. 2016: Getting Older, Feeling Less? A Cross-Sectional and Longitudinal Investigation of Developmental Patterns in Experiential Well-Being. Psychology and Aging 31 (8), 847-861","02 SSCI Journal","SOEP-IS",,"10.1037/pag0000138","soep-is"
9961,"Experimental and Survey Evidence on the Development of Preferences and Skills (dissertation)","Elisabeth Bügelmayer",2015,"The focus of this research is on decisions related to human capital formation and preferences crucial for social interaction. These decisions are analyzed at different stages of the life-cycle, starting with other-regarding preferences in preschoolers, followed by skill formation in adolescents and preferences for honesty in adults. Answering the questions on skill formation and human capital accumulation was possible by exploiting the full potential the data provided, that is by combining different data types as well as making use of the data structure and analyzing paradata from the data collection process. Thus, this dissertation contributes to the literature by combining survey data, experimental data and paradata to analyze factors that influence individual decision-making. An important aspect this thesis focuses on are environmental factors that influence decision-making. These include family or community factors or situational factors in an experiment. Spite and cognitive skills in preschoolers: Other-regarding preferences in adults have been examined in depth in the literature. Research has shown that spiteful preferences play a crucial role in the development of human large-scale cooperation. However, there is little evidence of the factors explaining spiteful behavior in children. We investigate the relationship between children’s cognitive skills and spiteful behavior in a sample of 214 preschoolers aged 5-6 and their mothers. Here, other-regarding behavior in children is elicited through four simple allocation decisions. A key advantage of our study is that we have information about children’s cognitive and non-cognitive skills as well as maternal and household characteristics. We find that higher cognitive skills are associated with more spiteful behavior in children. This relationship is even more pronounced among boys. Moreover, we find further gender differences that depend on the measure of cognitive skills and the degree of spite displayed. Is it the family or the neighborhood? Evidence from sibling and neighbor correlations in youth education and health: In this paper we present sibling and neighbor correlations in school grades and cognitive skills as well as indicators of physical and mental health for a sample of German adolescents. In a first step, we estimate sibling correlations and find substantial influence of shared family and community background on all outcomes. To further disentangle the influence of family background and neighborhood, we estimate neighbor correlations. Our results show that for all outcomes, estimated neighbor correlations are clearly lower than estimated sibling correlations. However, especially for cognitive skills and mental health, neighbor correlations are still substantial in relation to sibling correlations. Thus, compared to existing results from other countries, the influence of the neighborhood is not negligible in Germany for these outcomes. Who lies and to whom? Experimental evidence on cheating in a household survey context: In this paper, I evaluate a cheating experiment implemented in the German Socio-Economic Panel (SOEP) Study. My results show no relationship between cheating and socio-economic characteristics, personality traits, or economic preference parameters, except between cheating and education. I also study a high- and a low-stakes treatment to test the robustness of cheating in the face of increased gains. The results indicate that people cheat more when potential gains from doing so are greater, but that education appears to be a mediating factor. Further, I carry out a closer analysis of the decision-making situation focusing on the relationship between interviewer characteristics and the probability of cheating. This analysis provides the novel result that some interviewer characteristics—such as gender—significantly increase the probability of cheating.","Elisabeth Bügelmayer. 2015: Experimental and Survey Evidence on the Development of Preferences and Skills (dissertation). Berlin: Freie Universität Berlin, Fachbereich Wirtschaftswissenschaft","42 Dissertation","SOEP, SOEP-IS , SOEP-Core","http://www.diss.fu-berlin.de/diss/servlets/MCRFileNodeServlet/FUDISS_derivate_000000019487/Diss_online.pdf",,"soep-is"
9918,"Validation of the Narcissistic Admiration and Rivalry Questionnaire Short Scale (NARQ-S) in Convenience and Representative Samples","Marius Leckelt, Eunike Wetzel, Tanja M. Gerlach, Robert A. Ackermann, Joshua D. Miller, William J. Chopik, Lars Penke, Katharina Geukes, Albrecht C. Küfner, Roos Hutteman, David Richter, Karl-Heinz Renner, Marc Allroggen, Courtney Brecheen, W. Keith Campbell, Igor Grossmann, Mitja D. Back",2018,"Due to increased empirical interest in narcissism across social sciences, there is a need for inventories that can be administered quickly while also reliably measuring both the agentic and antagonistic aspects of grandiose narcissism. In this study, we sought to validate the factor structure, provide representative descriptive data and reliability estimates, assess the reliability across the trait spectrum, and examine the nomological network of the short version (NARQ-S) of the Narcissistic Admiration and Rivalry Questionnaire (Back et al., 2013). We used data from a large convenience sample (total N = 11,937) as well as data from a large representative sample (total N = 4,433) that included responses to other narcissism measures as well as related constructs, including the other Dark Triad traits, Big Five personality traits, and self-esteem. Confirmatory factor analysis and Item Response Theory were used to validate the factor structure and estimate the reliability across the latent trait spectrum, respectively. Results suggest that the NARQ-S shows a robust factor structure and is a reliable and valid short measure of the agentic and antagonistic aspects of grandiose narcissism. We also discuss future directions and applications of the NARQ-S as a short and comprehensive measure of grandiose narcissism.","Marius Leckelt, Eunike Wetzel, Tanja M. Gerlach, Robert A. Ackermann, Joshua D. Miller, William J. Chopik, Lars Penke, Katharina Geukes, Albrecht C. Küfner, Roos Hutteman, David Richter, Karl-Heinz Renner, Marc Allroggen, Courtney Brecheen, W. Keith Campbell, Igor Grossmann, Mitja D. Back. 2018: Validation of the Narcissistic Admiration and Rivalry Questionnaire Short Scale (NARQ-S) in Convenience and Representative Samples. Psychological Assessment 30 (1), 86-96","02 SSCI Journal","SOEP-IS","https://www.diw.de/documents/publikationen/73/diw_01.c.550208.de/diw_sp0884.pdf","10.1037/pas0000433","soep-is"
10040,"SOEP-IS 2014.1—BIOAGE: Variables from the Modules of Questions on Children","SOEP Group",2017,,"SOEP Group. 2017: SOEP-IS 2014.1—BIOAGE: Variables from the Modules of Questions on Children. SOEP Survey Papers 406: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/152301",,"soep-is"
10141,"Measuring Attitudes Toward Distributive Justice: The Basic Social Justice Orientations Scale","Sebastian Hülle, Stefan Liebig, Meike Janina May",2018,"Previous research on social inequalities relied primarily on objective indicators. According to recent studies, however, subjective indicators that reflect a person’s perceptions and evaluations of inequalities are also relevant. Such evaluations depend on an individual’s normative orientation, so respective attitudes toward distributive justice need to be accounted for appropriately. This article introduces a short scale for measuring such order-related justice attitudes. The introduced Basic Social Justice Orientations (BSJO) scale comprises current insights into the empirical justice research and measures individuals’ attitudes toward the following four basic distributive principles: equality, need, equity, and entitlement. The BSJO scale has four dimensions that measure support for these four justice principles on the basis of eight items. We assess the quality of the scale using data from three general population surveys conducted in Germany: the first wave of the panel “Legitimation of Inequality Over the Life Span” (LINOS-1), the Innovation Sample of the Socio-Economic Panel (SOEP-IS 2012), and the German General Social Survey (ALLBUS 2014). The scale was found to be a valid instrument that can be used to measure order-related justice attitudes toward distributive justice. The BSJO scale is a short and therefore time-efficient instrument that can be implemented in general population surveys.","Sebastian Hülle, Stefan Liebig, Meike Janina May. 2018: Measuring Attitudes Toward Distributive Justice: The Basic Social Justice Orientations Scale. Social Indicators Research 136 (2), 663-692","02 SSCI Journal","SOEP-IS, LINOS-1, ALLBUS 2014",,"10.1007/s11205-017-1580-x","soep-is"
10231,"Seasonal variation in sports participation","Ute Schüttoff, Tim Pawlowski",2018,"This study explores indicators describing socio-demographics, sports participation characteristics and motives which are associated with variation in sports participation across seasons. Data were drawn from the German Socio-Economic Panel which contains detailed information on the sports behaviour of adults in Germany. Overall, two different measures of seasonal variation are developed and used as dependent variables in our regression models. The first variable measures the coefficient of (seasonal) variation in sport-related energy expenditure per week. The second variable measures whether activity drops below the threshold as defined by the World Health Organization (WHO). Results suggest that the organisational setting, the intensity and number of sports practised, and the motive for participation are strongly correlated with the variation measures used. For example, both, participation in a sports club and a commercial facility, are associated with reduced seasonal variation and a significantly higher probability of participating at a volume above the WHO threshold across all seasons. These findings give some impetus for policymaking and the planning of sports programmes as well as future research directions.","Ute Schüttoff, Tim Pawlowski. 2018: Seasonal variation in sports participation. Journal of Sports Sciences 36 (4), 469-475","01 SCI Journal","SOEP-IS",,"10.1080/02640414.2017.1316864","soep-is"
10328,"SOEP-IS 2015—BIO: Variables from the Life Course Question Module","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—BIO: Variables from the Life Course Question Module. SOEP Survey Papers 430: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161638",,"soep-is"
10329,"SOEP-IS 2015—BIOAGE: Variables from the Modules of Questions on Children","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—BIOAGE: Variables from the Modules of Questions on Children. SOEP Survey Papers 431: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161639",,"soep-is"
10339,"SOEP-IS 2015—KID: Pooled Dataset on Children","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—KID: Pooled Dataset on Children. SOEP Survey Papers 441: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is.2015","http://hdl.handle.net/10419/161649",,"soep-is"
10341,"SOEP-IS 2015—PBRUTTO: Person-related Gross File","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—PBRUTTO: Person-related Gross File. SOEP Survey Papers 443: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is.2015","http://hdl.handle.net/10419/161651",,"soep-is"
10330,"SOEP-IS 2015—BIOBIRTH: Birth Biography of Female and Male Respondents","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—BIOBIRTH: Birth Biography of Female and Male Respondents. SOEP Survey Papers 432: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161640",,"soep-is"
10331,"SOEP-IS 2015—BIOPAREN: Biography Information on the Parents","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 433: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161641",,"soep-is"
10332,"SOEP-IS 2015—H: Variables from the Household Question Module","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—H: Variables from the Household Question Module. SOEP Survey Papers 434: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161642",,"soep-is"
10333,"SOEP-IS 2015—HBRUTTO: Household-related Gross File","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—HBRUTTO: Household-related Gross File. SOEP Survey Papers 435: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161643",,"soep-is"
10334,"SOEP-IS 2015—HGEN: Household-related Status and Generated Variables","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—HGEN: Household-related Status and Generated Variables. SOEP Survey Papers 436: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161644",,"soep-is"
10335,"SOEP-IS 2015—IDRM: Person-related Data from Innovative DRM Module","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—IDRM: Person-related Data from Innovative DRM Module. SOEP Survey Papers 437: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161645",,"soep-is"
10336,"SOEP-IS 2015—IDRM_ESM: Person-related DRM Data from Innovative ESM Module","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—IDRM_ESM: Person-related DRM Data from Innovative ESM Module. SOEP Survey Papers 438: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161646",,"soep-is"
10337,"SOEP-IS 2015—IESM: Person-related ESM Data from Innovative ESM Module","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—IESM: Person-related ESM Data from Innovative ESM Module. SOEP Survey Papers 439: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161647",,"soep-is"
10338,"SOEP-IS 2015—INNO: Variables from the Innovation Modules","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—INNO: Variables from the Innovation Modules. SOEP Survey Papers 440: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161648",,"soep-is"
10340,"SOEP-IS 2015—P: Variables from the Individual Question Module","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—P: Variables from the Individual Question Module. SOEP Survey Papers 442: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161650",,"soep-is"
10342,"SOEP-IS 2015—PGEN: Person-related Status and Generated Variables","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—PGEN: Person-related Status and Generated Variables. SOEP Survey Papers 444: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161652",,"soep-is"
10343,"SOEP-IS 2015—PPFAD: Person-related Meta-dataset","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—PPFAD: Person-related Meta-dataset. SOEP Survey Papers 445: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161653",,"soep-is"
10344,"SOEP-IS 2015—IRISK: Decision from Description vs. Decision from Experience","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015—IRISK: Decision from Description vs. Decision from Experience. SOEP Survey Papers 446: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161654",,"soep-is"
10346,"SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 448: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/161656",,"soep-is"
10349,"SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 451: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162610",,"soep-is"
10350,"SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Boost Sample)","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Boost Sample). SOEP Survey Papers 452: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162611",,"soep-is"
10351,"SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 453: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162612",,"soep-is"
10352,"SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Boost Sample)","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Boost Sample). SOEP Survey Papers 454: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162613",,"soep-is"
10353,"SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 455: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162614",,"soep-is"
10354,"SOEP-IS 2011 – Questionnaire for the SOEP Innovation Sample","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2011 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 456: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162615",,"soep-is"
10355,"SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Boost Sample)","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Boost Sample). SOEP Survey Papers 457: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162616",,"soep-is"
10358,"SOEP-IS 2015.1—BIOPAREN: Biography Information on the Parents","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015.1—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 461: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162620",,"soep-is"
10359,"SOEP-IS 2015.1—PGEN: Person-related Status and Generated Variables","SOEP-IS Group",2017,,"SOEP-IS Group. 2017: SOEP-IS 2015.1—PGEN: Person-related Status and Generated Variables. SOEP Survey Papers 462: Series D - Variable Description and Coding. Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/162619",,"soep-is"
10643,"Socio-Economic Status and Inequalities in Children's IQ and Economic Preferences","Thomas Deckers, Armin Falk, Fabian Kosse, Pia Pinger, Hannah Schildberg-Hörisch",2017,"This paper explores inequalities in IQ and economic preferences between children from high and low socio-economic status (SES) families. We document that children from high SES families are more intelligent, patient and altruistic, as well as less risk-seeking. To understand the underlying causes and mechanisms, we propose a framework of how parental investments as well as maternal IQ and economic preferences influence a child's IQ and preferences. Within this framework, we allow SES to influence both the level of parental time and parenting style investments, as well as the productivity of the investment process. Our results indicate that disparities in the level of parental investments hold substantial importance for SES gaps in economic preferences and, to a lesser extent, IQ. In light of the importance of IQ and preferences for behaviors and outcomes, our findings offer an explanation for social immobility.","Thomas Deckers, Armin Falk, Fabian Kosse, Pia Pinger, Hannah Schildberg-Hörisch. 2017: Socio-Economic Status and Inequalities in Children's IQ and Economic Preferences. IZA DP No. 11158. Bonn: IZA Institute of Labor Economics","30 Discussion Paper","SOEP-RS, SOEP-IS","http://ftp.iza.org/dp11158.pdf",,"soep-is"
10594,"Examining the “Veggie” personality: Results from a representative German sample","Tamara M. Pfeiler, Boris Egloff",2018,"An increasing proportion of people choose to follow a vegetarian diet. To date, however, little is known about if and how individual differences in personality relate to following a vegetarian diet. In the two studies presented here, we aimed to (1) estimate the prevalence of self-defined vegetarians in two waves of a German representative sample (N = 4496 and 5,125, respectively), (2) analyze the effect of socio-demographic variables on dietary behavior, and (3) examine individual differences between vegetarians and meat eaters in personality traits, political attitudes, and health-related variables. In Study 1, a strict definition of vegetarians was used, while in Study 2 the definition was laxer, to include also individuals who only predominantly followed a vegetarian diet. The prevalence of self-defined vegetarians was 2.74% in Study 1, and 5.97% in Study 2. Participants who were female, younger, and more educated were more likely to report following a vegetarian diet in both studies, and vegetarians had higher income as compared to meat eaters in Study 2. We also found differences between vegetarians and meat eaters with regard to personality traits, political attitudes, and health-related variables. Stepwise logistic regression analyses showed a unique effect beyond socio-demographic variables for openness (Studies 1 and 2), conscientiousness (Study 1), trust (Study 2), conservatism (Studies 1 and 2), and level of interest in politics (Study 1) on diet: Individuals with higher scores in openness and political interest had a higher probability of being vegetarian, whereas people with higher scores in conscientiousness and conservatism had a smaller likelihood of being vegetarian. We conclude that there are individual differences between vegetarians and meat eaters in socio-demographics, personality traits, and political attitudes.","Tamara M. Pfeiler, Boris Egloff. 2018: Examining the “Veggie” personality: Results from a representative German sample. Appetite 120 (January 2018), 246-255","02 SSCI Journal","SOEP-IS","http://www.diw.de/documents/publikationen/73/diw_01.c.571626.de/diw_sp0941.pdf","10.1016/j.appet.2017.09.005","soep-is"
10619,"Personality and attitudinal correlates of meat consumption: Results of two representative German samples","Tamara M. Pfeiler, Boris Egloff",2018,"The vast amount of meat consumed in the Western world is critically discussed with regard to negative health consequences, environmental impact, and ethical concerns for animals, emphasizing the need to extend knowledge regarding the correlates of meat consumption in the general population. In the present article, we conducted two studies examining the associations between meat consumption and personality traits, political attitudes, and environmental attitudes in two large German representative samples (Ntotal = 8,879, aged 18–96 years). Cross-sectional data on frequency of meat consumption, socio-demographics, personality traits, and political and environmental attitudes were collected via self-reports. In both studies, male sex, younger age, and lower educational attainment were significantly positively related to meat consumption. In Study 1, results of the partial correlations and the hierarchical regression analysis controlling for socio-demographics showed that the personality traits of openness and agreeableness, as well as conservative political and social views, explained unique variance in meat consumption. In Study 2, partial correlations and hierarchical regression analyses showed that openness, agreeableness, and conscientiousness were all uniquely negatively related to meat consumption. Moreover, these analyses documented that people scoring high in right-wing attitudes and low in pro-environmental attitudes reported more overall meat consumption. Taken together, these two studies provided evidence that socio-demographics, personality traits, and attitudes are indeed related to how much meat is consumed. Implications and future prospects for the study of individual differences in meat consumption are discussed.","Tamara M. Pfeiler, Boris Egloff. 2018: Personality and attitudinal correlates of meat consumption: Results of two representative German samples. Appetite 121 (Supplement C), 294-301","02 SSCI Journal","SOEP-IS 2015",,"10.1016/j.appet.2017.11.098","soep-is"
10789,"SOEP-IS 2016—PBRUTTO: Person-related Gross File","SOEP-IS Group",2018,,"SOEP-IS Group. 2018: SOEP-IS 2016—PBRUTTO: Person-related Gross File. SOEP Survey Papers 510: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2016","http://hdl.handle.net/10419/179024",,"soep-is"
10788,"SOEP-IS 2016—P: Variables from the Individual Question Module","SOEP-IS Group",2018,,"SOEP-IS Group. 2018: SOEP-IS 2016—P: Variables from the Individual Question Module. SOEP Survey Papers 509: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2016","http://hdl.handle.net/10419/179023",,"soep-is"
10787,"SOEP-IS 2016—KID: Pooled Dataset on Children","SOEP-IS Group",2018,,"SOEP-IS Group. 2018: SOEP-IS 2016—KID: Pooled Dataset on Children. SOEP Survey Papers 508: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2016","http://hdl.handle.net/10419/179022",,"soep-is"
10786,"SOEP-IS 2016—IRISK: Decision from Description vs. Decision from Experience","SOEP-IS Group",2018,,"SOEP-IS Group. 2018: SOEP-IS 2016—IRISK: Decision from Description vs. Decision from Experience. SOEP Survey Papers 507: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2016","http://hdl.handle.net/10419/179021",,"soep-is"
