study,dataset,version,section,sectext,group,grouplabel,variable,waves,years,variabletext,references,contact,only_labeled_vals
soep-is,h,2015,Variables in File H,,,,hli0055,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0056,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0057,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0058,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0061,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0062,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0063,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0065,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0066,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0067,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0068,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0069,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0071,,,,,,
soep-is,h,2015,Variables in File H,,,,hli0072,,,,,,
soep-is,h,2015,Variables in File H,,,,hlj0004,,,,,,
soep-is,h,2015,Variables in File H,,,,hlk0045,,,,,,
soep-is,h,2015,Variables in File H,,,,hlk0046,,,,,,
soep-is,h,2015,Variables in File H,,,,hlk0047,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0153,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0059,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0174,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0176,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0178,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0180,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0182,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0184,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0186,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0188,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0190,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0192,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0194,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0175,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0177,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0179,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0181,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0183,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0185,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0187,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0189,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0191,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0193,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0195,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0173,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0122,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0105,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0076,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0080,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0120,,,,,,
soep-is,h,2015,Variables in File H,,,,hwsit,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0106,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0107,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0154,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0155,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0016,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0017,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0018,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0019,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0001,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0074,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0075,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0069,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0077,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0078,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0079,,,,,,
soep-is,h,2015,Variables in File H,,,,hm16,,,,,,
soep-is,h,2015,Variables in File H,,,,hm17,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0081,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0082,,,,,,
soep-is,h,2015,Variables in File H,,,,hcf0053,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0087,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0088,,,,,,
soep-is,h,2015,Variables in File H,,,,hcf0054,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0089,,,,,,
soep-is,h,2015,Variables in File H,,,,he04,,,,,,
soep-is,h,2015,Variables in File H,,,,he16,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0091,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0092,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0093,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0007,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0008,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0111,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0112,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0113,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0114,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0121,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0013,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0014,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0044,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0045,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0043,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0046,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0047,,,,,,
soep-is,h,2015,Variables in File H,,,,hdbg1,,,,,,
soep-is,h,2015,Variables in File H,,,,hdbg2,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0064,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0065,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0085,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0090,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0067,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0068,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0070,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0071,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0083,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0084,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0005,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0006,,,,,,
soep-is,h,2015,Variables in File H,,,,splznett,,,,,,
soep-is,h,2015,Variables in File H,,,,znetto11,,,,,,
soep-is,h,2015,Variables in File H,,,,znetto12,,,,,,
soep-is,h,2015,Variables in File H,,,,hspar1a,,,,,,
soep-is,h,2015,Variables in File H,,,,hspar2a,,,,,,
soep-is,h,2015,Variables in File H,,,,hspar1b,,,,,,
soep-is,h,2015,Variables in File H,,,,hspar2b,,,,,,
soep-is,h,2015,Variables in File H,,,,hlc0119,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0291,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0369,,,,,,
soep-is,h,2015,Variables in File H,,,,hlf0370,,,,,,
soep-is,hbrutto,2015,Overview,The hbrutto dataset contains household-related information (of the gross sample) which is not asked in the household questionnaire but is instead generated by the interviewers during fieldwork.,,,,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,cid,,,,,,1
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hid,,,,,,1
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,syear,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,sample1,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,sampreg,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,htyp,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hpmax,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,datumtg,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,datummo,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,bula,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hader,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hadq,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,intza,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,intk,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,telk1,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,telk2,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,schk,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hform1,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,herg1,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hforms,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hergs,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hstu,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,split,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,hhgr,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wum1,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wum2,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wum3,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wein,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,htel,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,regtyp,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,intid,,,,,,1
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,intid1,,,,,,1
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,email,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,nach,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,modul,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,nach_cawi,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,split_film,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma1,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma2,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma3,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma401,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma402,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma403,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma404,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma5,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma6,,,,,,
soep-is,hbrutto,2015,Variables in File HBRUTTO,,,,wuma7,,,,,,
soep-is,hgen,2015,Overview,Variables in the file hgen documented here are generated mostly from the answers in the household questionnaire. There is one row for each wave (syear) a household (hid) participated in the survey.,,,,,,,,,
soep-is,hgen,2015,Variables in file hgen,,,,cid,,,,,,1
soep-is,hgen,2015,Variables in file hgen,,,,hid,,,,,,1
soep-is,hgen,2015,Variables in file hgen,,,,syear,,,,,,
soep-is,hgen,2015,Variables in file hgen,,,,hgnrpers,,,,,,
soep-is,hgen,2015,Variables in file hgen,,,,hgnrkid14,,,,,,
soep-is,hgen,2015,Variables in file hgen,,,,hgnrkid16,,,,,,
soep-is,hgen,2015,Variables in file hgen,,,,hgmoveyr,,,"For old households at their old address, data is carried forward for up to two waves. For new households in SOEP and for old households that have moved, the variable is based on newly collected data. In case the information is missing and an old household has moved that year or the previous year, HGMOVEYR is given the value of the year of the respective wave.

 The carrying forward of data entails the possibility that the year of moving into the new dwelling may lie before the year of birth of the oldest household member.
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgcnstyr,,,Classified statement of the year the building in which a household lives at the time of the survey was built.,,,
soep-is,hgen,2015,Variables in file hgen,,,,hgcondit,,,"Respondent’s estimation of the condition of the building.

This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgseval,,,"Estimate by the respondent (household head).
 
This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpkit,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpshw,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpiwc,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqphea,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpter,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpbas,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpgar,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpwat,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqptel,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpalm,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpsol,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpair,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqplif,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgeqpnrj,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgowner,,,"In all waves, codes 1 and 4 are used if the original variable is coded as -1 (“no answer”) but if at least one answer that is specific to owners, respectively to tenants, was given. Code 4 is also used if a change in ownership (from owner to tenant) has taken place, but no original information for HGOWNER was given.",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgacquis,,,"Statement by respondent (household head). If no new information is provided and a change of address or ownership status (HGOWNER) has not taken place, the information of the previous year is carried forward.

This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgsubsid,,,Statement by respondent. HGSUBSID contains information on government subsidies at the time the housing was built or bought. Information is carried forward until the year 1999.,,,
soep-is,hgen,2015,Variables in file hgen,,,,hgosubs,,,"Statement by respondent. HGOSUBS contains information on cash housing subsidies received from the government during the year prior to the interview. Information is not carried forward.

This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgreval,,,"Subjective assessment by respondent (household head). The corresponding information from the previous year is not carried forward longitudinally due to the possibility of changes in rent and income, residential moves, and change in the person responding.

This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgrsubs,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgreduc,,,"Information is carried forward from the previous years for
 old households residing at their old address; for new
 households and for old households that have moved, newly
 collected data is used.

This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgsize,,,"In the following cases the information on HGSIZE is still missing:

- The information could not be carried forward (e.g. due to the household moving)

- A new household did not provide information

- The size of the housing unit changed, but no new information was provided

- The given value was found to be implausible.

Missing cases in 2009 and 2010 were imputed using a regression model with the following independent variables:  

- Number of rooms larger than 6 square meters (see variable HGROOM)

- Size of the household (HHGR)

- Status of ownership (HGOWNER)

- Year house was constructed (HGCNSTYR)

- Type of building (WUM1)

- Adequacy of living space in housing unit (HGSEVAL)

- SOEP Subsample (HSAMPLE)

- Dummy variable coded “1” for households living in Eastern Germany

 The results of these imputations are also carried forward for up to two waves unless new information is provided in later waves.

In case HGSIZE is imputed, the flag variable HGFSIZE takes the value “1”.

The number of missing cases from 2011 on was reduced by carrying on the information from previous years, unless there was a relocation of the household. Note the possibility of a change in the size of the housing unit even when no relocation happened. We estimate that there was a (undetected) change in size of the housing unit for around 3% of the households that did not relocate.
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgroom,,,"The procedure of carrying forward and imputation is identical to that for HGSIZE. In the regression model the same covariates are used with the exception of HGROOM which is replaced with HGSIZE (size of the housing unit in square meters). In case information on HGSIZE is missing, a first imputation was done excluding HGSIZE. In case information for HGSIZE exists, these values were replaced with values obtained from a second imputation including HGSIZE as a covariate.   

In case HGROOM is imputed, the flag variable HGFROOM takes the value “1”.

This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgheat,,,"This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgutil,,,"HGRENT, HGUTIL and HGHEAT are generated variables on the housing cost of households in rental properties. HGRENT is a measure of the gross rent including utility costs (HGUTIL) and excluding heating costs (HGHEAT).

For further  information on HGRENT, HGUTIL and HGHEAT please see the corresponding SOEP HGEN documentation.",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgrent,,,"Because detailed information on heating costs is not assessed
 in the Questionnaire of the SOEP Innovation Sample, in the
 years 2011 and 2012 HGRENT was generated by simply duplicating
 respondents’ answers on the amount of monthly rent from the H
 dataset.
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgelectr,,,"Information was collected in wave BA (2010) for the first time. The procedure of imputation is identical to that for HGHEAT. In the regression model the same covariates are used.
 
In case HGELECTR is imputed, the flag variable HGFELECTR takes the value “1”. In the year 2011, no imputation of HGELECTR was conducted.

This information is not assessed in the Questionnaire of the SOEP Innovation Sample from 2012 on, therefore this variable is not generated for these years and coded to ""-5"" (not contained in questionnaire).

",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgnorent,,,"Coded as “1” if the household does not pay rent; e.g., if living space is provided by relatives at no cost. Note that in these cases, the information on gross cold rent (HGRENT), heating costs (HGHEAT) and utilities (HGUTIL) is coded “-2” (“not applicable”).

 Information is not carried forward.
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgfsize,,,"This variable contains information, whether the refering variable has been imputed. If the refering information has not been assessed in the questionnaire, this flag also contains ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgfroom,,,"This variable contains information, whether the refering variable has been imputed. If the refering information has not been assessed in the questionnaire, this flag also contains ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgfheat,,,"This variable contains information, whether the refering variable has been imputed. If the refering information has not been assessed in the questionnaire, this flag also contains ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgfutil,,,"Please note that HGFUTIL is also given the value “1” for households reporting that utility costs are only partly included in the amount of rent stated (see the description of HGUTIL).

This variable contains information, whether the refering variable has been imputed. If the refering information has not been assessed in the questionnaire, this flag also contains ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgfrent,,,"HGFRENT indicates that at least one of the components of HGRENT (HGUTIL or HGHEAT) or HGRENT itself is imputed. It is only given positive values if the respective imputed component is part of HGRENT.

“1”: The household did not provide information on the amount of HGRENT, thus the basic value of HGRENT is imputed.

“2”: Utility costs are imputed and had to be added to the amount of rent stated to obtain the target measure of gross HGRENT.

“3”: Heating costs are imputed and had to be deducted from the amount of rent stated to obtain the target measure of gross HGRENT excluding heating costs.

This variable contains information, whether the refering variable has been imputed. If the refering information has not been assessed in the questionnaire, this flag also contains ""-5"" (not contained in questionnaire).
",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgfelectr,,,"This variable contains information, whether the refering variable has been imputed. If the refering information has not been assessed in the questionnaire, this flag also contains ""-5"" (not contained in questionnaire).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgtyp1hh,,,"Generated variable created by combining the relationships of all persons living in the household to the head of household (Variable $STELL in the file PBRUTTO) at the time of the survey.

From 2009 onwards, the data production process switched to a standardized procedure for all waves to ensure longitudinal consistency, resulting in minor changes compared with older distributions.

HGTYP1HH is an aggregation of HGTYP2HH (first column of the two-digit code). Single households are differentiated in HGTYP2HH according to both gender and age.

Due to a slightly modified $STELL variable in the file PBRUTTO, the generation syntax of HGTYP1HH and HGTYP2HH needed to be updated in the year 2011.

 Legend:  

• LE = less or equal

• GT = greater than

• K = child",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgtyp2hh,,,,,,
soep-is,hgen,2015,Variables in file hgen,,,,hghmonth,,,The month of participation in the survey is generated using data from the household questionnaire.,,,
soep-is,hgen,2015,Variables in file hgen,,,,hghmode,,,The interview method is generated through data from the household questionnaire.,,,
soep-is,hgen,2015,Variables in file hgen,,,,hghinc,,,"This variable contains the current monthly net household income asked for in the household questionnaire, always provided in euros. Income is reported by the respondent (head of household).",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgahinc,,,"This variable is based on the current monthly net household income asked for directly in the household questionnaire (“screener”). Since everyone in SOEP over the age of 16 is also interviewed personally, this income can be calculated based on the current individual monthly incomes of all household members. Possible underestimation in “screener” can thus be assessed and corrected. However, in the case of item-nonresponse on the original screener, the procedure is only used for households surveyed completely, without item-non-response on the variables in question.

For personal income, we use monthly net income (from dependent employment and self-employment), extra earnings, pensions, widow’s pensions, unemployment benefits or relief, maintenance payments, early retirement payments, maternity benefits, BaFoeG (state higher education grants), military or civil service pay, compulsory child support, as well as other forms of support from the P files.
Civil servants’ pensions income is taxed at the flat rate of 20% and multiple entries on the use of employment office services are corrected for by calculating a median value.
We add all the individual incomes of all interviewed household members, also adding to this sum all income from the household context (housing subsidies, child benefits, welfare and home nursing subsidies, social assistance; since 2005 also Unemployment Benefit II (“ALG II”) or Social Benefit).

When no answer was provided on net household income, we use the net household income calculated as described above, under the condition that all household members gave valid answers.
If the net household income generated in this way is higher than the household income stated in the questionnaire, we correct the value upwards. When no answer was given for the different components of income, we set the value of the particular component at zero.
HGAHINC was not generated from 2011 on.
 

",,,
soep-is,hgen,2015,Variables in file hgen,,,,hgnuts1,,,"NUTS (""Nomenclature of Statistical Territorial Units"") is a hierarchical system for dividing up the economic territory of the European Union. It was introduced by Eurostat more than 30 years ago in order to provide a single uniform breakdown of territorial units for the production of regional statistics. NUTS 1 especially contains the major socio-economic regions for analyzing regional Community problems. It subdivides the European Union by now into 97 regions, whereas in Germany there are equivalent to the German Federal States 16 regions.",,,
soep-is,hgen,2015,Imputation of Household Income,"**Procedure**

Multiple imputation procedures provide a way to deal with missing values on the variable HGHINC current monthly net household income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $HGEN datasets: the variables hgi1hinc-hgi5hinc. 
The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011).
Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current monthly net household income is monthly net household income of the previous year. A complete list of the variables used for modelling is available upon request.

The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for HGHINC. The number of iterations carried out in each prediction model was specified to be 2000. Samples E&I&S1 and the supplementary sample S2 were imputed separately in 2014. 


**Analysing multiple imputed data**

For analysing multiple imputed data, you do not necessarily need special methods, however such tools exist and simplify the use of multiply imputed data. Below a short overview of some useful tools for various statistical packages is given. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.
STATA provides a builtin functionality called mi.
Within SAS, PROC MIANALYZE combines the results of analyses on the data sets. 
IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis. 



Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.


Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.


Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536. 


Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.


Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.


White, I. R., R. Daniel, and P. Royston. 2010. Avoiding bias due to perfect prediction in multiple imputation of incomplete categorical data. Computational Statistics & Data Analysis 54: 2267–2275.


White, I. R., P. Royston, and A. M. Wood. 2011. Multiple imputation using chained equations: Issues and guidance for practice. Statistics in Medicine 30: 377–399.
",,,hgi1hinc,,,,,,
soep-is,hgen,2015,Imputation of Household Income,,,,hgi2hinc,,,,,,
soep-is,hgen,2015,Imputation of Household Income,,,,hgi3hinc,,,,,,
