study_name,dataset_name,name,label,label_de
soep-is,h,hlf0213,"Motorcycle, Moped In HH bought 09 amount","im HH Motorrad,Moped gek. 09 Betrag"
soep-is,h,hlf0214,Microwave In HH yes/no,Mikrowelle im HH
soep-is,h,hlf0215,"Microwave in HH, bought last year",Mikrowelle im HH gek. in letzten 12 Mon.
soep-is,h,hlf0216,Microwave In HH yes/no bought 09 amount,in HH Mikrowelle gek. 09 Betrag
soep-is,h,hlf0217,Dishwasher In HH Yes/No,Geschirrspuelmaschine im HH
soep-is,h,hlf0218,"Dishwasher In HH, bought last year ",Geschirrspuelmaschine im HH gek. in letzten 12 Mon.
soep-is,h,hlf0219,Dishwasher In HH bought 09 amount,im HH Geschirrspuelmaschine gek. 09 Betrag
soep-is,h,hlf0220,Deep Freezer In HH Yes/No,Tiefkuehlschrank im HH
soep-is,h,hlf0221,Deep Freezer In HH Bought Last Year,Tiefkuehlschrank im HH gek. in letzten 12 Mon.
soep-is,h,hlf0222,Deep Freezer In HH Bought 09 Amount,im HH Tiefkuehlschrank gek. 09 Betrag
soep-is,h,hlf0223,"Washing Machine in HH, bought last year",Waschmaschine im HH gek. in letzten 12 Mon.
soep-is,h,hlf0224,Washing Machine In HH bought 09 amount,im HH Waschmaschine gek. 09 Betrag
soep-is,h,hlf0225,Dryer in HH yes/no,Waeschetrockner im HH
soep-is,h,hlf0226,"Dryer in HH, bought last year",Waeschetrockner im HH gek. in letzten 12 Mon.
soep-is,h,hlf0227,Dryer in HH bought 09 amount,im HH Waeschetrockner gek. 09 Betrag
soep-is,h,hlf0228,Stereo In HH yes/no,Stereoanlage im HH
soep-is,h,hlf0229,"Stereo, HiFi System in HH, bought last year",Stereoanlage im HH gek. in letzten 12 Mon.
soep-is,h,hlf0230,Stereo In HH bought 09 amount,im HH Stereoanlage gek. 09 Betrag
soep-is,h,hlf0231,"Color Television In HH, bought last year",Farb-TV im HH gek. in letzten 12 Mon.
soep-is,h,hlf0232,Colour TV In HH bought 09 amount,im HH Farb-TV gek. 09 Betrag
soep-is,h,hlf0233,"DVD Player In HH, bought last year",DVD-Spieler (ohne Rec.) im HH gek. in letzten 12 Mon.
soep-is,h,hlf0234,DVD player In HH bought 09 amount,im HH DVD-Spieler (ohne Rec.)gek. 09 Betrag
soep-is,h,hlf0235,DVD Recorder In HH bought 09 amount,im HH DVD-Recorder gek. 09 Betrag
soep-is,h,hlf0236,PC/Laptop in HH yes/no,PC/Laptop im HH
soep-is,h,hlf0237,"Computer In HH, bought last year",PC/Laptop im HH gek. in letzten 12 Mon.
soep-is,h,hlf0238,PC/Laptop in HH bought 09 amount,im HH PC/Laptop gek. 09 Betrag
soep-is,h,hlf0239,Telephone In HH yes/no,Telefon im HH
soep-is,h,hlf0240,"Household Has Telephone, bought last year",Telefon im HH gek. in letzten 12 Mon.
soep-is,h,hlf0241,Mobile Phone In HH yes/no,"Mobiltelefon, Handy im HH"
soep-is,h,hlf0242,"Cellular, Mobile Telephone In HH, bought last year","Mobiltelefon, Handy im HH gek. in letzten 12 Mon."
soep-is,h,hlf0243,Mobile Phone In HH bought 09 amount,"im HH Mobiltelefon, Handy gek. 09 Betrag"
soep-is,h,hlf0244,Fax Machine In HH Yes/No,Faxgeraet im HH
soep-is,h,hlf0245,"Fax Machine in HH, bought last year",Faxgeraet im HH gek. in letzten 12 Mon.
soep-is,h,hlf0246,Fax Machine In HH Bought 09 Amount,im HH Faxgeraet gek. 09 Betrag
soep-is,h,hlf0247,ISDN Connection In HH yes/no,ISDN-Anschluss im HH
soep-is,h,hlf0248,"ISDN Connection In HH, bought last year",ISDN-Anschluss im HH gek. in letzten 12 Mon.
soep-is,h,hlf0249,ISDN Connection In HH bought 09 amount,im HH ISDN-Anschluss gek. 09 Betrag
soep-is,h,hlf0250,Holiday House/Flat In HH Yes/No,Ferienhaus/-whng. im HH ja/nein
soep-is,h,hlf0251,"Holiday House/Flat In HH, Bought Last Year",Ferienhaus/-whng. im HH gek. in letzten 12 Mon.
soep-is,h,hlf0252,Holiday House/Flat In HH Bought 09 Amount,im HH Ferienhaus/-whng. gek. 09 Betrag
soep-is,h,hlf0254,Pets: Dog,Haustiere: Hund
soep-is,h,hlf0255,Pets: Cat,Haustiere: Katze
soep-is,h,hlf0256,Pets: Bird,Haustiere: Vogel
soep-is,h,hlf0257,Pets: Fishes,Haustiere: Fische
soep-is,h,hlf0258,Other Pets,Haustiere: Sonstige
soep-is,h,hlf0259,No Pets,Haustiere: Keine
soep-is,h,hlf0261,"Cleaning Lady, Household Help","Putz-,Haushaltshilfe beschaeftigt"
soep-is,h,hlf0262,Average Costs Per Month,durchschnittliche Kosten im Monat
soep-is,h,hlf0292,PNR Of 1.Person Requiring Help,PNR hilfebeduerftige Person
soep-is,h,hlf0300,"Help On Tasks Outside HH, 1. Person",Hilfe bei Besorgungen ausser HH
soep-is,h,hlf0301,"Housework, 1. Person",Hilfe bei Haushaltsfuehrung
soep-is,h,hlf0302,"Minor Care, 1. Person",Hilfe bei einfacher Pflegetaetigkeit
soep-is,h,hlf0303,"Major Care, 1. Person",Hilfe bei schwieriger Pflegetaetigkeit
soep-is,h,hlf0304,"Help, Item Nonresponse",Hilfe k.A.
soep-is,h,hlf0308,"Help From Nurse, Social Worker","Hilfe v. Schwester,Sozialhelfer"
soep-is,h,hlf0310,Help From Friends,"Hilfe v. Freunden,Bekannten"
soep-is,h,hlf0312,Help From Neighbors,Hilfe v. Nachbarn
soep-is,h,hlf0314,Help From Family Outside HH,Hilfe v. Angeh. ausser HH
soep-is,h,hlf0316,Help From Family In HH,Hilfe v. Angehoerigen im HH
soep-is,h,hlf0318,Satisfaction With Availability Of Care,Zufriedenh. vorh. Pflegemoeglichk.
soep-is,h,hlf0319,Main Care Provider In HH,PNR der Hauptpflegeperson im HH
soep-is,h,hlf0320,Help From Private Care,Hilfe v. privaten Pflegedienst
soep-is,h,hlf0321,"Help From, Item total Nonresponse",Gesamt-KA der hilfeleistenden Personen
soep-is,h,hlf0322,Person Receives Payment,Person erhaelt Bezahlung
soep-is,h,hlf0323,Further Person Requiring Help In HH,Weitere pflegebeduerftige Personen im HH
soep-is,h,hlf0324,Number Of Further Persons Requiring Help,Anzahl weiterer pflegebeduerftiger Personen
soep-is,h,hlf0331,Regular Costs For Care,Regelmaessige Kosten fuer Pflege
soep-is,h,hlf0332,Costs For Care Per Month,Betrag Pflegekosten im Monat
soep-is,h,hlf0371,Expenditures On Food At Home Yes/No,Ausgaben Lebensmittel zu Hause ja/nein
soep-is,h,hlf0372,Expenditures On Food At Home Amount Per Month,Ausgaben Lebensmittel zu Hause Betrag/Monat
soep-is,h,hlf0373,Expenditures On Food At Home Amount Per Year,Ausgaben Lebensmittel zu Hause Betrag/Jahr
soep-is,h,hlf0374,Expenditures On Food At Home Do Not Know,Ausgaben Lebensmittel k.A.
soep-is,h,hlf0375,Expenditures On Dining/Drinking Outside Yes/No,Ausgaben Speisen/Getraenke ausser Haus ja/nein
soep-is,h,hlf0376,Expenditures On Dining/Drinking Outside Amount Per Month,Ausgaben Speisen/Getraenke ausser Haus Betrag/Monat
soep-is,h,hlf0377,Expenditures On Dining/Drinking Outside Amount Per Year,Ausgaben Speisen/Getraenke ausser Haus Betrag/Jahr
soep-is,h,hlf0378,Expenditures On Dining/Drinking Outside Do Not Know,Ausgaben Speisen/Getraenke k.A.
soep-is,h,hlf0379,Expenditures On Clothes/Shoes Yes/No,Ausgaben Bekleidung/Schuhe ja/nein
soep-is,h,hlf0380,Expenditures On Clothes/Shoes Amount Per Month,Ausgaben Bekleidung/Schuhe Betrag/Monat
soep-is,h,hlf0381,Expenditures on Clothes/Shoes Amount Per Year,Ausgaben Bekleidung/Schuhe Betrag/Jahr
soep-is,h,hlf0382,Expenditures On Clothes/Shoes Do Not Know,Ausgaben Bekleidung/Schuhe k.A.
soep-is,h,hlf0383,Expenditures On Personal Hygiene etc. Yes/No,Ausgaben Koerperpflege etc. ja/nein
soep-is,h,hlf0384,Expenditures On Personal Hygiene etc. Amount Per Month,Ausgaben Koerperpflege etc. Betrag/Monat
soep-is,h,hlf0385,Expenditures On Personal Hygiene etc. Amount Per Year,Ausgaben Koerperpflege etc. Betrag/Jahr
soep-is,h,hlf0386,Expenditures On Personal Hygiene etc. Do Not Know,Ausgaben Koerperpflege etc. k.A.
soep-is,h,hlf0387,Expenditures On Health Yes/No,Ausgaben Gesundheit ja/nein
soep-is,h,hlf0388,Expenditures On Health Amount Per Month,Ausgaben Gesundheit Betrag/Monat
soep-is,h,hlf0389,Expenditures On Health Amount Per Year,Ausgaben Gesundheit Betrag/Jahr
soep-is,h,hlf0390,"Expenditures On Health, Do Not Know",Ausgaben Gesundheit k.A.
soep-is,h,hlf0391,Expenditures On Telecommunication Yes/No,Ausgaben Telekommunikation ja/nein
soep-is,h,hlf0392,Expenditures On Telecommunication Amount Per Month,Ausgaben Telekommunikation Betrag/Monat
soep-is,h,hlf0393,Expenditures On Telecommunication Amount Per Year,Ausgaben Telekommunikation Betrag/Jahr
soep-is,h,hlf0394,"Expenditures On Telecommunication, Do Not Know",Ausgaben Telekommunikation k.A.
soep-is,h,hlf0395,Expenditures On Education/Further E. Yes/No,Ausgaben Bildung/Weiterbildung ja/nein
soep-is,h,hlf0396,Expenditures On Education/Further E. Amount Per Month,Ausgaben Bildung/Weiterbildung Betrag/Monat
soep-is,h,hlf0397,Expenditures On Education/Further E. Amount Per Year,Ausgaben Bildung/Weiterbildung Betrag/Jahr
soep-is,h,hlf0398,Expenditures On Education/Further E. Do Not Know,Ausgaben Bildung/Weiterbildung k.A.
soep-is,h,hlf0399,Expenditures On Culture Yes /No,Ausgaben Kultur ja/nein
soep-is,h,hlf0400,Expenditures On Culture Amount Per Month,Ausgaben Kultur Betrag/Monat
soep-is,h,hlf0401,Expenditures On Culture Amount Per Year,Ausgaben Kultur Betrag/Jahr
soep-is,h,hlf0402,Expenditures On Culture Do Not Know,Ausgaben Kultur k.A.
soep-is,h,hlf0403,Expenditures On Leisure Time Yes/No,Ausgaben Freizeit ja/nein
soep-is,h,hlf0404,Expenditures On Leisure Time Amount Per Month,Ausgaben Freizeit Betrag/Monat
soep-is,h,hlf0405,Expenditures On Leisure Time Amount Per Year,Ausgaben Freizeit Betrag/Jahr
soep-is,h,hlf0406,Expenditures On Leisure Time Do Not Know,Ausgaben Freizeit k.A.
soep-is,h,hlf0407,Expenditures On Holiday Yes/No,Ausgaben Urlaub ja/nein
soep-is,h,hlf0408,Expenditures On Holiday Amount Per Month,Ausgaben Urlaub Betrag/Monat
soep-is,h,hlf0409,Expenditures On Holiday Amount Per Year,Ausgaben Urlaub Betrag/Jahr
soep-is,h,hlf0410,Expenditures On Holiday Do Not Know,Ausgaben Urlaub k.A.
soep-is,h,hlf0411,Expenditures On Life/Private Pension Insurance Yes/No,Ausgaben Lebens-/private Rentenversicherung ja/nein
soep-is,h,hlf0412,Expenditures On Life/Private Pension Insurance Amount Per Month,Ausgaben Lebens-/private Rentenversicherung Betrag/Monat
soep-is,h,hlf0413,Expenditures On Life/Private Pension Insurance Amount Per Year,Ausgaben Lebens-/private Rentenversicherung Betrag/Jahr
soep-is,h,hlf0414,Expenditures On Life/Private Pension Insurance Do Not Know,Ausgaben Lebens-/private Rentenversicherung k.A.
soep-is,h,hlf0415,Expenditures On Other Insurances Yes/No,Ausgaben andere Versicherungen ja/nein
soep-is,h,hlf0416,Expenditures On Other Insurances Amount Per Month,Ausgaben andere Versicherungen Betrag/Monat
soep-is,h,hlf0417,Expenditures On Other Insurances Amount Per Year,Ausgaben andere Versicherungen Betrag/Jahr
soep-is,h,hlf0418,Expenditures On Other Insurances Do Not Know,Ausgaben andere Versicherungen k.A.
soep-is,h,hlf0419,Expenditures On Car Repair Yes/No,Ausgaben Kfz-Reparaturen ja/nein
soep-is,h,hlf0420,Expenditures On Car Repair Amount Per Month,Ausgaben Kfz-Reparaturen Betrag/Monat
soep-is,h,hlf0421,Expenditures On Car Repair Amount Per Year,Ausgaben Kfz-Reparaturen Betrag/Jahr
soep-is,h,hlf0422,Expenditures On Car Repair Do Not Know,Ausgaben Kfz-Reparaturen k.A.
soep-is,h,hlf0423,Expenditures On Transportation Means Yes/No,Ausgaben Verkehrsmittel ja/nein
soep-is,h,hlf0424,Expenditures On Transportation Means Amount Per Month,Ausgaben Verkehrsmittel Betrag/Monat
soep-is,h,hlf0425,Expenditures On Transportation Means Amount Per Year,Ausgaben Verkehrsmittel Betrag/Jahr
soep-is,h,hlf0426,"Expenditures On Transportation Means, Do Not Know",Ausgaben Verkehrsmittel k.A.
soep-is,h,hlf0427,Expenditures On Furniture Yes/No,Ausgaben Moebel etc. ja/nein
soep-is,h,hlf0428,Expenditures On Furniture Amount Per Month,Ausgaben Moebel etc. Betrag/Monat
soep-is,h,hlf0429,Expenditures On Furniture Amount Per Year,Ausgaben Moebel etc. Betrag/Jahr
soep-is,h,hlf0430,Expenditures On Furniture Do Not Know,Ausgaben Moebel etc. k.A.
soep-is,h,hlf0431,Other Expenditures Yes/No,Ausgaben sonstige Ausgaben ja/nein
soep-is,h,hlf0432,Other Expenditures Amount Per Month,Ausgaben sonstige Ausgaben Betrag/Monat
soep-is,h,hlf0433,Other Expenditures Amount Per Year,Ausgaben sonstige Ausgaben Betrag/Jahr
soep-is,h,hlf0434,Other Expenditures Do Not Know,Ausgaben sonstige Ausgaben Betrag k.A.
soep-is,h,hlf0435,Expenditures On Food Per Week,Ausgaben Lebensmittel - Woche
soep-is,h,hlf0436,Expenditures On Food Per Month,Ausgaben Lebensmittel - Monat
soep-is,h,hlf0437,"Expenditures On Food, Do Not Know","Ausgaben Lebensmittel, k.A."
soep-is,h,hli0001,Acquired In Last 12 Months-1st Vehicle,seit 12 Mon. - 1. Fahrzeug
soep-is,h,hli0002,Acquired In Last 12 Months-2nd Vehicle,seit 12 Mon. - 2. Fahrzeug
soep-is,h,hli0003,Acquired In Last 12 Months-3rd Vehicle,seit 12 Mon. - 3. Fahrzeug
soep-is,h,hli0004,Acquired In Last 12 Months-4th Vehicle,seit 12 Mon. - 4. Fahrzeug
soep-is,h,hli0005,Number Of Vehicles In HH,Anzahl KFZ im HH
soep-is,h,hli0006,No Vehicle In HH,kein KFZ im HH
soep-is,h,hli0007,Type 1st Vehicle,1.Fahrzeug Art
soep-is,h,hli0008,Acquired In Year-1st Vehicle,1.Fahrzeug Anschaffungsjahr
soep-is,h,hli0009,Acquired In Month-1st Vehicle,1.Fahrzeug Anschaffungsmonat
soep-is,h,hli0010,Km Per Year-1st Vehicle,1.Fahrzeug km pro Jahr
soep-is,h,hli0011,Fuel Consumption Per 100Km-1st Vehicle,1.Fahrzeug Verbrauch auf 100km
soep-is,h,hli0012,Type Fuel-1st Vehicle,1.Fahrzeug Kraftstoffart
soep-is,h,hli0013,Type 2nd Vehicle,2.Fahrzeug Art
soep-is,h,hli0014,Acquired In Year-2nd Vehicle,2.Fahrzeug Anschaffungsjahr
soep-is,h,hli0015,Acquired In Month-2nd Vehicle,2.Fahrzeug Anschaffungsmonat
soep-is,h,hli0016,Km Per Year-2nd Vehicle,2.Fahrzeug km pro Jahr
soep-is,h,hli0017,Fuel Consumption Per 100Km-2nd Vehicle,2.Fahrzeug Verbrauch auf 100km
soep-is,h,hli0018,Type Fuel-2nd Vehicle,2.Fahrzeug Kraftstoffart
soep-is,h,hli0019,Type 3rd Vehicle,3.Fahrzeug Art
soep-is,h,hli0020,Acquired In Year-3rd Vehicle,3.Fahrzeug Anschaffungsjahr
soep-is,h,hli0021,Acquired In Month-3rd Vehicle,3.Fahrzeug Anschaffungsmonat
soep-is,h,hli0022,Km Per Year-3rd Vehicle,3.Fahrzeug km pro Jahr
soep-is,h,hli0023,Fuel Consumption Per 100Km-3rd Vehicle,3.Fahrzeug Verbrauch auf 100km
soep-is,h,hli0024,Type Fuel-3rd Vehicle,3.Fahrzeug Kraftstoffart
soep-is,h,hli0025,Type 4th Vehicle,4.Fahrzeug Art
soep-is,h,hli0026,Acquired In Year-4th Vehicle,4.Fahrzeug Anschaffungsjahr
soep-is,h,hli0028,Km Per Year-4th Vehicle,4.Fahrzeug km pro Jahr
soep-is,h,hli0029,Fuel Consumption Per 100Km-4th Vehicle,4.Fahrzeug Verbrauch auf 100km
soep-is,h,hli0030,Type Fuel-4th Vehicle,4.Fahrzeug Kraftstoffart
soep-is,h,hli0031,Cook With District Heating,Kochen mit Fernwaerme
soep-is,h,hli0032,Heat With Oil,Heizung mit Oel
soep-is,h,hli0033,Heat Water With Oil,Warmwasser mit Oel
soep-is,h,hli0034,Cook With Oil,Kochen mit Oel
soep-is,h,hli0036,Monthly Exp. Oil,Monatliche Ausgaben fuer Oel
soep-is,h,hli0037,Annual Exp. Oil,Jaehrliche Ausgaben fuer Oel
soep-is,h,hli0038,Heat With Gas,Heizung mit Gas
soep-is,h,hli0039,Heat Water With Gas,Warmwasser mit Gas
soep-is,h,hli0040,Cook With Gas,Kochen mit Gas
soep-is,h,hli0042,Monthly Exp. Gas,Monatliche Ausgaben fuer Gas
soep-is,h,hli0043,Annual Exp. Gas,Jaehrliche Ausgaben fuer Gas
soep-is,h,hli0044,Heat With District Heating,Heizung mit Fernwarme
soep-is,h,hli0045,Heat Water With District Heating,Warmwasser mit Fernwaerme
soep-is,h,hli0047,Monthly Exp. District Heating,Montliche Ausgaben fuer Fernwaerme
soep-is,h,hli0048,Annual Exp. District Heating,Jaehrliche Ausgaben fuer Fernwaerme
soep-is,h,hli0049,Heat With Electricity,Heizung mit Strom
soep-is,h,hli0050,Heat Water With Electricity,Warmwasser mit Strom
soep-is,h,hli0051,Cook With Electricity,Kochen mit Strom
soep-is,h,hli0052,"Lights,Appliances With Electricity","Licht,Geraete mit Strom"
soep-is,h,hli0054,Monthly Exp. Electricity,Montliche Ausgaben fuer Strom
soep-is,h,hli0055,Annual Exp. Electricity,Jaehrliche Ausgaben fuer Strom
soep-is,h,hli0056,Heat With Solar Energy,Heizung mit Solarenerg
soep-is,h,hli0057,Heat Water With Solar Energy,Warmwasser mit Solarenerg
soep-is,h,hli0058,Cook With Solar Energy,Kochen mit Solarenerg
soep-is,h,hli0061,"Heat With Coal, Wood","Heizung mit Kohle,Holz"
soep-is,h,hli0062,"Heat Water With Coal, Wood","Warmwasser mit Kohle,Holz"
soep-is,h,hli0063,"Cook With Coal, Wood","Kochen mit Kohle,Holz"
soep-is,h,hli0065,"Monthly Exp. Coal, Wood","Montliche Ausgaben fuer Kohle,Holz"
soep-is,h,hli0066,"Annual Exp. Coal, Wood","Jaehrliche Ausgaben fuer Kohle,Holz"
soep-is,h,hli0067,Heat With Other,Heizung mit Sonstige
soep-is,h,hli0068,Heat Water With Other,Warmwasser mit Sonstige
soep-is,h,hli0069,Cook With Other,Kochen mit Sonstige
soep-is,h,hli0071,Monthly Exp. Other,Montliche Ausgaben fuer Sonstige
soep-is,h,hli0072,Annual Exp. Other,Jaehrliche Ausgaben fuer Sonstige
soep-is,h,hlj0004,Foreign Families In Area,Leben auslaend. Familien im Wohngebiet
soep-is,h,hlk0045,Generated Income Threshold For HRF,Generierte Einkommensschwelle fuer HRF
soep-is,h,hlk0046,"Calculated Mon. HH Net Income, Infratest","Errechn. monatl. HH-Nettoeink., Infratest"
soep-is,h,hlk0047,"Selection Criteria, Hi-Income",Auswahlkriterium Hi-Income ab Welle2(G)
soep-is,h,hlf0153,Neighbourhood Of Household,Wohngegend des Zielhaushaltes
soep-is,h,hlf0059,Condition Of House,Zustand des Hauses in dem man wohnt
soep-is,h,hlf0174,Color Television In HH,Farb-TV im HH
soep-is,h,hlf0176,Telephone In HH,Telefon im HH
soep-is,h,hlf0178,Internet In HH,Internet HH
soep-is,h,hlf0180,Car In HH,Auto im HH
soep-is,h,hlf0182,HH Building In Good Condition,Haus in gutem Zustand
soep-is,h,hlf0184,HH Located In Good Neighborhood,gute Wohngegend
soep-is,h,hlf0186,Able To Put Money Away For Emergencies,finanzielle Ruecklagen
soep-is,h,hlf0188,Vacation Of At Least One Week Per Year,Urlaubsreise
soep-is,h,hlf0190,Invite Friends For Dinner Once A Month,Einladung von Freunden zum Essen
soep-is,h,hlf0192,"Eat Meat, Poultry Or Fish Every Other Day",Warme Mahlzeit alle zwei Tage
soep-is,h,hlf0194,Usable Old Furniture In HH Replaced,neue Moebel
soep-is,h,hlf0175,Reason For No Color Television In HH,Farb-TV: Gruende
soep-is,h,hlf0177,Reason For No Telephone In HH,Telefon: Gruende
soep-is,h,hlf0179,Reasons For No Internet In HH,Internet: Gruende
soep-is,h,hlf0181,Reason For No Car In HH,Auto: Gruende
soep-is,h,hlf0183,Reason For Poor Condition Of HH Building,Hauszustand: Gruende
soep-is,h,hlf0185,Reason For HH Located In Bad Neighborhood,gute Wohngegend: Gruende
soep-is,h,hlf0187,Reason For Inability To Put Money Away,Ruecklagen: Gruende
soep-is,h,hlf0189,Reason For Inability To Take Vacation,Urlaubsreise: Gruende
soep-is,h,hlf0191,Reason For Inability To Invite Friends,Einladung: Gruende
soep-is,h,hlf0193,"Reason For Not Eating Meat, Fish Or Poultry",Warme Mahlzeit: Gruende
soep-is,h,hlf0195,Reason For Not Replacing Old Furniture,neue Moebel: Gruende
soep-is,h,hlf0173,Able To Pay Rent or Mortgage On Time,"Puenktl. Miet-, Zins- & Tilgungszahl."
soep-is,h,hlc0122,Total Wealth,Gesamtvermoegen
soep-is,h,hlf0105,Lived Here 1 Year Ago,Heute vor 1 Jahr in dieser Wohnung gelebt
soep-is,h,hlc0120,Monthly Amount Of Savings,Sparbetrag monatlich Hoehe
soep-is,h,splznett,Split Household Income,Split Haushaltseinkommen
soep-is,h,znetto11,Income Swing (less than 1500 Euros),Einkommensschaukel (kleiner als 1500 Euro)
soep-is,h,znetto12,Income Swing (greater or equal 1500 Euros),Einkommensschaukel (groesser gleich 1500 Euro)
soep-is,h,hwsit,Changes In Living Situation,Veraederung d. Wohnsituation
soep-is,h,hlf0106,In This Dwelling Since Month,"Seit wann in dieser Wohnung, Monat"
soep-is,h,hlf0107,In This Dwelling Since Year,"Seit wann in dieser Wohnung, Jahr"
soep-is,h,hlf0154,Type Of Dwelling,Haustyp des Zielhaushaltes
soep-is,h,hlf0155,"Private Household, Institution",Wohnheim
soep-is,h,hlf0016,Year House was Built,Baujahr des Hauses
soep-is,h,hbauj,Mention Exact Year House Was Built,Nennung Baujahr
soep-is,h,hlf0017,Exact Year House Was Built (since 1972),Genaues Baujahr (ab 1972)
soep-is,h,hlf0018,Change In Size Of Dwelling,Aenderung Wohnflaeche seit letztem Jahr
soep-is,h,hlf0019,Size Of Unit In Sq Meters,Wohnflaeche insgesamt in qm
soep-is,h,hlf0001,Tenant Or Owner Of Dwelling,"Haupt-, Untermieter, Eigentuemer"
soep-is,h,hlf0074,Amount Of Monthly Rent,Hoehe der monatlichen Miete
soep-is,h,hlf0075,Do Not Pay Rent,Zahle keine Miete
soep-is,h,hlf0076,Cost Of Heat And Hot Water Included In Rent,"Heizungs-,WWkosten in Mietpreis enthalten"
soep-is,h,hlf0069,Cost Of Heat And Hot Water Per Month,"Monatl. Heizkosten, durchschnittl."
soep-is,h,hlf0077,"Cost Of Heat And Hot Water Per Month, Do Not Know","Monatl. Heizkosten, durchschnittl. weiss nicht"
soep-is,h,hstrink,Cost Of Electricity Included In Rent,Stromkosten in Mietpreis enthalten
soep-is,h,hlf0078,Cost Of Electricity Per Month,Hoehe durchschnittl. Stromkosten/Monat
soep-is,h,hlf0079,"Cost Of Electricity Per Month, Do Not Know",Hoehe durchschnittl. Stromkosten/Monat weiss nicht
soep-is,h,hm16,Monthly Cost Of Gas,Monatl. Gaskosten
soep-is,h,hm17,"Monthly Cost Of Gas, Do Not Know",Monatl. Gaskosten k.A.
soep-is,h,hlf0080,Allocation Costs Included In Rent,Umlagen in Mietpreis enthalten
soep-is,h,hlf0081,Allocation Costs Per Month,Monatl Hoehe der Umlagen
soep-is,h,hlf0082,"Cost Of Water etc. Per Month, Do Not Know","Monatl. Hoehe d. Umlagen, weiss nicht"
soep-is,h,hcf0053,Able To Pay Rent On Time,Puenktliche Mietzahlung
soep-is,h,hlf0087,"Interest, Mortgage Payment For Dwelling","Zins-,Tilgungszahlungen f Wohnung"
soep-is,h,hlf0088,Interest And Mortgage Payment Per Month,"Monatl Zins-,Tilgungszahlungen"
soep-is,h,hcf0054,Able To Pay Mortgage On Time,Puenktliche Zins- & Tilgungszahlungen
soep-is,h,hlf0089,Maintenance Costs Previous Year,Hoehe Instandhaltungskosten letzt.J
soep-is,h,he04,Cost of Gas Prev. Year (Home Owners),Heizkosten Vorjahr (Eigentuemer)
soep-is,h,he16,Cost of Electricity Prev. Year (Home Owners),Stromkosten Vorjahr (Eigentuemer)
soep-is,h,hlf0091,Allocation Costs Per Year,Jaehrliche Nebenkosten in EURO
soep-is,h,hlf0092,Housing Costs For Owner,Wohngeld als Eigentuemer d. Wohnung
soep-is,h,hlf0093,Monthly Housing Costs,"Wohngeld, Betrag pro Monat"
soep-is,h,hlc0007,Income From Rent Previous Year,Miet- u.Pachteinnahmen Vorjahr
soep-is,h,hlc0008,Amount Income From Rent Previous Year,Miet- u.Pachteinnahmen Betrag Vorjahr
soep-is,h,hverm3a,"Operation, Maintenance Costs Previous Year",Betriebs- u. Instandhaltungskosten Vorjahr
soep-is,h,hlc0111,"Amount Operation, Maintenance Costs Previous Year",Betriebs- u. Instandhaltungskosten Betrag Vorjahr
soep-is,h,hverm4a,Interest and Mortgage Payment Previous Year,Tilgungs- u. Zinszahlungen Vorjahr
soep-is,h,hlc0112,Amount Interest and Mortgage Payment Previous Year,Tilgungs- u. Zinszahlungen Betrag Vorjahr
soep-is,h,hlc0113,Pay Off Loans,Abzahlung Kredite
soep-is,h,hlc0114,Amount Of Loans Paid Off,Abzahlung Kredite Hoehe
soep-is,h,hlc0121,Investments,Wertanlagen
soep-is,h,hlc0013,"Amt. Interest, Dividend Income Prev Yr",Zins-u. Dividendeneinnahmen Vorjahr
soep-is,h,hzinswn,"Amt. Interest, Dividend Income Prev Yr, Do Not know","Zins-u. Dividendeneinnahmen Vorjahr, Weiss nicht"
soep-is,h,hlc0014,"Est. Interest, Dividend Income Prev Yr",Zins-u. Dividendeneinnahmen geschaetzt Vorjahr
soep-is,h,hlc0044,Currently Receiving Child Benefit,Kindergeldbezug heute
soep-is,h,hlc0045,"Child Benefit, Amount",Kindergeldbezug heute Betrag
soep-is,h,hlc0043,Number Children,Anz. Kinder heute
soep-is,h,hlc0046,Currently Receiving Children's Allowance Benefit,Kinderzuschlagbezug heute
soep-is,h,hlc0047,"Children's Allowance Benefit, Amount",Kinderzuschlagbezug heute Betrag
soep-is,h,hdbg1,Child Care Subsidy Today,Betreuungsgeld heute
soep-is,h,hdbg2,"Child Care Subsidy, Amount",Betreuungsgeld heute Betrag
soep-is,h,hlc0064,"Unemployment Subsidy II, Social Subsidy Today","ALG II, Sozialgeld heute"
soep-is,h,hlc0065,"Unemployment Subsidy II, Social Subsidy, Amt.","ALG II, Sozialgeld heute Betrag"
soep-is,h,hlc0085,Ill Family Members Support,Pflegevers. Leistungen
soep-is,h,hlc0090,"Ill Family Members Support, Amount",Pflegevers. Betrag
soep-is,h,hlc0067,Social Assistance,Sozialhilfebezug heute
soep-is,h,hlc0068,"Social Assistance, Amount",Sozialhilfebezug heute Betrag
soep-is,h,hlc0070,Age / Reduced Earning Capacity Today,Alter/Erwerbsminderung heute
soep-is,h,hlc0071,"Age / Reduced Earning Capacity, Amt.",Alter/Erwerbsminderung heute Betrag
soep-is,h,hlc0083,Housing Assistance,Wohngeldbezug heute
soep-is,h,hlc0084,"Housing Assistance, Amount",Wohngeldbezug heute Betrag
