input_study,input_dataset,input_version,input_variable,output_study,output_dataset,output_version,output_variable
soep-is,MEM12_IS,2012,mem0807i,soep-is,inno,2013,mem0807i
soep-is,MEM12_IS,2012,mem0807j,soep-is,inno,2013,mem0807j
soep-is,MEM12_IS,2012,mem0808a,soep-is,inno,2013,mem0808a
soep-is,MEM12_IS,2012,mem0808aa,soep-is,inno,2013,mem0808aa
soep-is,MEM12_IS,2012,mem0808ab,soep-is,inno,2013,mem0808ab
soep-is,MEM12_IS,2012,mem0808ac,soep-is,inno,2013,mem0808ac
soep-is,MEM12_IS,2012,mem0808ad,soep-is,inno,2013,mem0808ad
soep-is,MEM12_IS,2012,mem0808ae,soep-is,inno,2013,mem0808ae
soep-is,MEM12_IS,2012,mem0808af,soep-is,inno,2013,mem0808af
soep-is,MEM12_IS,2012,mem0808ag,soep-is,inno,2013,mem0808ag
soep-is,MEM12_IS,2012,mem0808ah,soep-is,inno,2013,mem0808ah
soep-is,MEM12_IS,2012,mem0808ai,soep-is,inno,2013,mem0808ai
soep-is,MEM12_IS,2012,mem0808aj,soep-is,inno,2013,mem0808aj
soep-is,MEM12_IS,2012,mem0808b,soep-is,inno,2013,mem0808b
soep-is,MEM12_IS,2012,mem0808c,soep-is,inno,2013,mem0808c
soep-is,MEM12_IS,2012,mem0808d,soep-is,inno,2013,mem0808d
soep-is,MEM12_IS,2012,mem0808e,soep-is,inno,2013,mem0808e
soep-is,MEM12_IS,2012,mem0808f,soep-is,inno,2013,mem0808f
soep-is,MEM12_IS,2012,mem0808g,soep-is,inno,2013,mem0808g
soep-is,MEM12_IS,2012,mem0808h,soep-is,inno,2013,mem0808h
soep-is,MEM12_IS,2012,mem0808i,soep-is,inno,2013,mem0808i
soep-is,MEM12_IS,2012,mem0808j,soep-is,inno,2013,mem0808j
soep-is,MEM12_IS,2012,mem0809a,soep-is,inno,2013,mem0809a
soep-is,MEM12_IS,2012,mem0809aa,soep-is,inno,2013,mem0809aa
soep-is,MEM12_IS,2012,mem0809ab,soep-is,inno,2013,mem0809ab
soep-is,MEM12_IS,2012,mem0809ac,soep-is,inno,2013,mem0809ac
soep-is,MEM12_IS,2012,mem0809ad,soep-is,inno,2013,mem0809ad
soep-is,MEM12_IS,2012,mem0809ae,soep-is,inno,2013,mem0809ae
soep-is,MEM12_IS,2012,mem0809af,soep-is,inno,2013,mem0809af
soep-is,MEM12_IS,2012,mem0809ag,soep-is,inno,2013,mem0809ag
soep-is,MEM12_IS,2012,mem0809ah,soep-is,inno,2013,mem0809ah
soep-is,MEM12_IS,2012,mem0809ai,soep-is,inno,2013,mem0809ai
soep-is,MEM12_IS,2012,mem0809aj,soep-is,inno,2013,mem0809aj
soep-is,MEM12_IS,2012,mem0809b,soep-is,inno,2013,mem0809b
soep-is,MEM12_IS,2012,mem0809c,soep-is,inno,2013,mem0809c
soep-is,MEM12_IS,2012,mem0809d,soep-is,inno,2013,mem0809d
soep-is,MEM12_IS,2012,mem0809e,soep-is,inno,2013,mem0809e
soep-is,MEM12_IS,2012,mem0809f,soep-is,inno,2013,mem0809f
soep-is,MEM12_IS,2012,mem0809g,soep-is,inno,2013,mem0809g
soep-is,MEM12_IS,2012,mem0809h,soep-is,inno,2013,mem0809h
soep-is,MEM12_IS,2012,mem0809i,soep-is,inno,2013,mem0809i
soep-is,MEM12_IS,2012,mem0809j,soep-is,inno,2013,mem0809j
soep-is,MEM12_IS,2012,mem0810a,soep-is,inno,2013,mem0810a
soep-is,MEM12_IS,2012,mem0810aa,soep-is,inno,2013,mem0810aa
soep-is,MEM12_IS,2012,mem0810ab,soep-is,inno,2013,mem0810ab
soep-is,MEM12_IS,2012,mem0810ac,soep-is,inno,2013,mem0810ac
soep-is,MEM12_IS,2012,mem0810ad,soep-is,inno,2013,mem0810ad
soep-is,MEM12_IS,2012,mem0810ae,soep-is,inno,2013,mem0810ae
soep-is,MEM12_IS,2012,mem0810af,soep-is,inno,2013,mem0810af
soep-is,MEM12_IS,2012,mem0810ag,soep-is,inno,2013,mem0810ag
soep-is,MEM12_IS,2012,mem0810ah,soep-is,inno,2013,mem0810ah
soep-is,MEM12_IS,2012,mem0810ai,soep-is,inno,2013,mem0810ai
soep-is,MEM12_IS,2012,mem0810aj,soep-is,inno,2013,mem0810aj
soep-is,MEM12_IS,2012,mem0810b,soep-is,inno,2013,mem0810b
soep-is,MEM12_IS,2012,mem0810c,soep-is,inno,2013,mem0810c
soep-is,MEM12_IS,2012,mem0810d,soep-is,inno,2013,mem0810d
soep-is,MEM12_IS,2012,mem0810e,soep-is,inno,2013,mem0810e
soep-is,MEM12_IS,2012,mem0810f,soep-is,inno,2013,mem0810f
soep-is,MEM12_IS,2012,mem0810g,soep-is,inno,2013,mem0810g
soep-is,MEM12_IS,2012,mem0810h,soep-is,inno,2013,mem0810h
soep-is,MEM12_IS,2012,mem0810i,soep-is,inno,2013,mem0810i
soep-is,MEM12_IS,2012,mem0810j,soep-is,inno,2013,mem0810j
soep-is,MEM12_IS,2012,mem0811a,soep-is,inno,2013,mem0811a
soep-is,MEM12_IS,2012,mem0811aa,soep-is,inno,2013,mem0811aa
soep-is,MEM12_IS,2012,mem0811ab,soep-is,inno,2013,mem0811ab
soep-is,MEM12_IS,2012,mem0811ac,soep-is,inno,2013,mem0811ac
soep-is,MEM12_IS,2012,mem0811ad,soep-is,inno,2013,mem0811ad
soep-is,MEM12_IS,2012,mem0811ae,soep-is,inno,2013,mem0811ae
soep-is,MEM12_IS,2012,mem0811af,soep-is,inno,2013,mem0811af
soep-is,MEM12_IS,2012,mem0811ag,soep-is,inno,2013,mem0811ag
soep-is,MEM12_IS,2012,mem0811ah,soep-is,inno,2013,mem0811ah
soep-is,MEM12_IS,2012,mem0811ai,soep-is,inno,2013,mem0811ai
soep-is,MEM12_IS,2012,mem0811aj,soep-is,inno,2013,mem0811aj
soep-is,MEM12_IS,2012,mem0811b,soep-is,inno,2013,mem0811b
soep-is,MEM12_IS,2012,mem0811c,soep-is,inno,2013,mem0811c
soep-is,MEM12_IS,2012,mem0811d,soep-is,inno,2013,mem0811d
soep-is,MEM12_IS,2012,mem0811e,soep-is,inno,2013,mem0811e
soep-is,MEM12_IS,2012,mem0811f,soep-is,inno,2013,mem0811f
soep-is,MEM12_IS,2012,mem0811g,soep-is,inno,2013,mem0811g
soep-is,MEM12_IS,2012,mem0811h,soep-is,inno,2013,mem0811h
soep-is,MEM12_IS,2012,mem0811i,soep-is,inno,2013,mem0811i
soep-is,MEM12_IS,2012,mem0811j,soep-is,inno,2013,mem0811j
soep-is,MEM12_IS,2012,mem0812a,soep-is,inno,2013,mem0812a
soep-is,MEM12_IS,2012,mem0812aa,soep-is,inno,2013,mem0812aa
soep-is,MEM12_IS,2012,mem0812ab,soep-is,inno,2013,mem0812ab
soep-is,MEM12_IS,2012,mem0812ac,soep-is,inno,2013,mem0812ac
soep-is,MEM12_IS,2012,mem0812ad,soep-is,inno,2013,mem0812ad
soep-is,MEM12_IS,2012,mem0812ae,soep-is,inno,2013,mem0812ae
soep-is,MEM12_IS,2012,mem0812af,soep-is,inno,2013,mem0812af
soep-is,MEM12_IS,2012,mem0812ag,soep-is,inno,2013,mem0812ag
soep-is,MEM12_IS,2012,mem0812ah,soep-is,inno,2013,mem0812ah
soep-is,MEM12_IS,2012,mem0812ai,soep-is,inno,2013,mem0812ai
soep-is,MEM12_IS,2012,mem0812aj,soep-is,inno,2013,mem0812aj
soep-is,MEM12_IS,2012,mem0812b,soep-is,inno,2013,mem0812b
soep-is,MEM12_IS,2012,mem0812c,soep-is,inno,2013,mem0812c
soep-is,MEM12_IS,2012,mem0812d,soep-is,inno,2013,mem0812d
soep-is,MEM12_IS,2012,mem0812e,soep-is,inno,2013,mem0812e
soep-is,MEM12_IS,2012,mem0812f,soep-is,inno,2013,mem0812f
soep-is,MEM12_IS,2012,mem0812g,soep-is,inno,2013,mem0812g
soep-is,MEM12_IS,2012,mem0812h,soep-is,inno,2013,mem0812h
soep-is,MEM12_IS,2012,mem0812i,soep-is,inno,2013,mem0812i
soep-is,MEM12_IS,2012,mem0812j,soep-is,inno,2013,mem0812j
soep-is,MEM12_IS,2012,mem08kaa,soep-is,inno,2013,mem08kaa
soep-is,MEM12_IS,2012,mem08kaaa,soep-is,inno,2013,mem08kaaa
soep-is,MEM12_IS,2012,mem08kaab,soep-is,inno,2013,mem08kaab
soep-is,MEM12_IS,2012,mem08kaac,soep-is,inno,2013,mem08kaac
soep-is,MEM12_IS,2012,mem08kaad,soep-is,inno,2013,mem08kaad
soep-is,MEM12_IS,2012,mem08kaae,soep-is,inno,2013,mem08kaae
soep-is,MEM12_IS,2012,mem08kaaf,soep-is,inno,2013,mem08kaaf
soep-is,MEM12_IS,2012,mem08kaag,soep-is,inno,2013,mem08kaag
soep-is,MEM12_IS,2012,mem08kaah,soep-is,inno,2013,mem08kaah
soep-is,MEM12_IS,2012,mem08kaai,soep-is,inno,2013,mem08kaai
soep-is,MEM12_IS,2012,mem08kaaj,soep-is,inno,2013,mem08kaaj
soep-is,MEM12_IS,2012,mem08kab,soep-is,inno,2013,mem08kab
soep-is,MEM12_IS,2012,mem08kac,soep-is,inno,2013,mem08kac
soep-is,MEM12_IS,2012,mem08kad,soep-is,inno,2013,mem08kad
soep-is,MEM12_IS,2012,mem08kae,soep-is,inno,2013,mem08kae
soep-is,MEM12_IS,2012,mem08kaf,soep-is,inno,2013,mem08kaf
soep-is,MEM12_IS,2012,mem08kag,soep-is,inno,2013,mem08kag
soep-is,MEM12_IS,2012,mem08kah,soep-is,inno,2013,mem08kah
soep-is,MEM12_IS,2012,mem08kai,soep-is,inno,2013,mem08kai
soep-is,MEM12_IS,2012,mem08kaj,soep-is,inno,2013,mem08kaj
soep-is,MEM12_IS,2012,mem0901a,soep-is,inno,2013,mem0901a
soep-is,MEM12_IS,2012,mem0901aa,soep-is,inno,2013,mem0901aa
soep-is,MEM12_IS,2012,mem0901ab,soep-is,inno,2013,mem0901ab
soep-is,MEM12_IS,2012,mem0901ac,soep-is,inno,2013,mem0901ac
soep-is,MEM12_IS,2012,mem0901ad,soep-is,inno,2013,mem0901ad
soep-is,MEM12_IS,2012,mem0901ae,soep-is,inno,2013,mem0901ae
soep-is,MEM12_IS,2012,mem0901af,soep-is,inno,2013,mem0901af
soep-is,MEM12_IS,2012,mem0901ag,soep-is,inno,2013,mem0901ag
soep-is,MEM12_IS,2012,mem0901ah,soep-is,inno,2013,mem0901ah
soep-is,MEM12_IS,2012,mem0901ai,soep-is,inno,2013,mem0901ai
soep-is,MEM12_IS,2012,mem0901aj,soep-is,inno,2013,mem0901aj
soep-is,MEM12_IS,2012,mem0901b,soep-is,inno,2013,mem0901b
soep-is,MEM12_IS,2012,mem0901c,soep-is,inno,2013,mem0901c
soep-is,MEM12_IS,2012,mem0901d,soep-is,inno,2013,mem0901d
soep-is,MEM12_IS,2012,mem0901e,soep-is,inno,2013,mem0901e
soep-is,MEM12_IS,2012,mem0901f,soep-is,inno,2013,mem0901f
soep-is,MEM12_IS,2012,mem0901g,soep-is,inno,2013,mem0901g
soep-is,MEM12_IS,2012,mem0901h,soep-is,inno,2013,mem0901h
soep-is,MEM12_IS,2012,mem0901i,soep-is,inno,2013,mem0901i
soep-is,MEM12_IS,2012,mem0901j,soep-is,inno,2013,mem0901j
soep-is,MEM12_IS,2012,mem0902a,soep-is,inno,2013,mem0902a
soep-is,MEM12_IS,2012,mem0902aa,soep-is,inno,2013,mem0902aa
soep-is,MEM12_IS,2012,mem0902ab,soep-is,inno,2013,mem0902ab
soep-is,MEM12_IS,2012,mem0902ac,soep-is,inno,2013,mem0902ac
soep-is,MEM12_IS,2012,mem0902ad,soep-is,inno,2013,mem0902ad
soep-is,MEM12_IS,2012,mem0902ae,soep-is,inno,2013,mem0902ae
soep-is,MEM12_IS,2012,mem0902af,soep-is,inno,2013,mem0902af
soep-is,MEM12_IS,2012,mem0902ag,soep-is,inno,2013,mem0902ag
soep-is,MEM12_IS,2012,mem0902ah,soep-is,inno,2013,mem0902ah
soep-is,MEM12_IS,2012,mem0902ai,soep-is,inno,2013,mem0902ai
soep-is,MEM12_IS,2012,mem0902aj,soep-is,inno,2013,mem0902aj
soep-is,MEM12_IS,2012,mem0902b,soep-is,inno,2013,mem0902b
soep-is,MEM12_IS,2012,mem0902c,soep-is,inno,2013,mem0902c
soep-is,MEM12_IS,2012,mem0902d,soep-is,inno,2013,mem0902d
soep-is,MEM12_IS,2012,mem0902e,soep-is,inno,2013,mem0902e
soep-is,MEM12_IS,2012,mem0902f,soep-is,inno,2013,mem0902f
soep-is,MEM12_IS,2012,mem0902g,soep-is,inno,2013,mem0902g
soep-is,MEM12_IS,2012,mem0902h,soep-is,inno,2013,mem0902h
soep-is,MEM12_IS,2012,mem0902i,soep-is,inno,2013,mem0902i
soep-is,MEM12_IS,2012,mem0902j,soep-is,inno,2013,mem0902j
soep-is,MEM12_IS,2012,mem0903a,soep-is,inno,2013,mem0903a
soep-is,MEM12_IS,2012,mem0903aa,soep-is,inno,2013,mem0903aa
soep-is,MEM12_IS,2012,mem0903ab,soep-is,inno,2013,mem0903ab
soep-is,MEM12_IS,2012,mem0903ac,soep-is,inno,2013,mem0903ac
soep-is,MEM12_IS,2012,mem0903ad,soep-is,inno,2013,mem0903ad
soep-is,MEM12_IS,2012,mem0903ae,soep-is,inno,2013,mem0903ae
soep-is,MEM12_IS,2012,mem0903af,soep-is,inno,2013,mem0903af
soep-is,MEM12_IS,2012,mem0903ag,soep-is,inno,2013,mem0903ag
soep-is,MEM12_IS,2012,mem0903ah,soep-is,inno,2013,mem0903ah
soep-is,MEM12_IS,2012,mem0903ai,soep-is,inno,2013,mem0903ai
soep-is,MEM12_IS,2012,mem0903aj,soep-is,inno,2013,mem0903aj
soep-is,MEM12_IS,2012,mem0903b,soep-is,inno,2013,mem0903b
soep-is,MEM12_IS,2012,mem0903c,soep-is,inno,2013,mem0903c
soep-is,MEM12_IS,2012,mem0903d,soep-is,inno,2013,mem0903d
soep-is,MEM12_IS,2012,mem0903e,soep-is,inno,2013,mem0903e
soep-is,MEM12_IS,2012,mem0903f,soep-is,inno,2013,mem0903f
soep-is,MEM12_IS,2012,mem0903g,soep-is,inno,2013,mem0903g
soep-is,MEM12_IS,2012,mem0903h,soep-is,inno,2013,mem0903h
soep-is,MEM12_IS,2012,mem0903i,soep-is,inno,2013,mem0903i
soep-is,MEM12_IS,2012,mem0903j,soep-is,inno,2013,mem0903j
soep-is,MEM12_IS,2012,mem0904a,soep-is,inno,2013,mem0904a
soep-is,MEM12_IS,2012,mem0904aa,soep-is,inno,2013,mem0904aa
soep-is,MEM12_IS,2012,mem0904ab,soep-is,inno,2013,mem0904ab
soep-is,MEM12_IS,2012,mem0904ac,soep-is,inno,2013,mem0904ac
soep-is,MEM12_IS,2012,mem0904ad,soep-is,inno,2013,mem0904ad
soep-is,MEM12_IS,2012,mem0904ae,soep-is,inno,2013,mem0904ae
soep-is,MEM12_IS,2012,mem0904af,soep-is,inno,2013,mem0904af
soep-is,MEM12_IS,2012,mem0904ag,soep-is,inno,2013,mem0904ag
soep-is,MEM12_IS,2012,mem0904ah,soep-is,inno,2013,mem0904ah
soep-is,MEM12_IS,2012,mem0904ai,soep-is,inno,2013,mem0904ai
soep-is,MEM12_IS,2012,mem0904aj,soep-is,inno,2013,mem0904aj
soep-is,MEM12_IS,2012,mem0904b,soep-is,inno,2013,mem0904b
soep-is,MEM12_IS,2012,mem0904c,soep-is,inno,2013,mem0904c
soep-is,MEM12_IS,2012,mem0904d,soep-is,inno,2013,mem0904d
soep-is,MEM12_IS,2012,mem0904e,soep-is,inno,2013,mem0904e
soep-is,MEM12_IS,2012,mem0904f,soep-is,inno,2013,mem0904f
soep-is,MEM12_IS,2012,mem0904g,soep-is,inno,2013,mem0904g
soep-is,MEM12_IS,2012,mem0904h,soep-is,inno,2013,mem0904h
soep-is,MEM12_IS,2012,mem0904i,soep-is,inno,2013,mem0904i
soep-is,MEM12_IS,2012,mem0904j,soep-is,inno,2013,mem0904j
soep-is,MEM12_IS,2012,mem0905a,soep-is,inno,2013,mem0905a
soep-is,MEM12_IS,2012,mem0905aa,soep-is,inno,2013,mem0905aa
soep-is,MEM12_IS,2012,mem0905ab,soep-is,inno,2013,mem0905ab
soep-is,MEM12_IS,2012,mem0905ac,soep-is,inno,2013,mem0905ac
soep-is,MEM12_IS,2012,mem0905ad,soep-is,inno,2013,mem0905ad
soep-is,MEM12_IS,2012,mem0905ae,soep-is,inno,2013,mem0905ae
soep-is,MEM12_IS,2012,mem0905af,soep-is,inno,2013,mem0905af
soep-is,MEM12_IS,2012,mem0905ag,soep-is,inno,2013,mem0905ag
soep-is,MEM12_IS,2012,mem0905ah,soep-is,inno,2013,mem0905ah
soep-is,MEM12_IS,2012,mem0905ai,soep-is,inno,2013,mem0905ai
soep-is,MEM12_IS,2012,mem0905aj,soep-is,inno,2013,mem0905aj
soep-is,MEM12_IS,2012,mem0905b,soep-is,inno,2013,mem0905b
soep-is,MEM12_IS,2012,mem0905c,soep-is,inno,2013,mem0905c
soep-is,MEM12_IS,2012,mem0905d,soep-is,inno,2013,mem0905d
soep-is,MEM12_IS,2012,mem0905e,soep-is,inno,2013,mem0905e
soep-is,MEM12_IS,2012,mem0905f,soep-is,inno,2013,mem0905f
soep-is,MEM12_IS,2012,mem0905g,soep-is,inno,2013,mem0905g
soep-is,MEM12_IS,2012,mem0905h,soep-is,inno,2013,mem0905h
soep-is,MEM12_IS,2012,mem0905i,soep-is,inno,2013,mem0905i
soep-is,MEM12_IS,2012,mem0905j,soep-is,inno,2013,mem0905j
soep-is,MEM12_IS,2012,mem0906a,soep-is,inno,2013,mem0906a
soep-is,MEM12_IS,2012,mem0906aa,soep-is,inno,2013,mem0906aa
soep-is,MEM12_IS,2012,mem0906ab,soep-is,inno,2013,mem0906ab
soep-is,MEM12_IS,2012,mem0906ac,soep-is,inno,2013,mem0906ac
soep-is,MEM12_IS,2012,mem0906ad,soep-is,inno,2013,mem0906ad
soep-is,MEM12_IS,2012,mem0906ae,soep-is,inno,2013,mem0906ae
soep-is,MEM12_IS,2012,mem0906af,soep-is,inno,2013,mem0906af
soep-is,MEM12_IS,2012,mem0906ag,soep-is,inno,2013,mem0906ag
soep-is,MEM12_IS,2012,mem0906ah,soep-is,inno,2013,mem0906ah
soep-is,MEM12_IS,2012,mem0906ai,soep-is,inno,2013,mem0906ai
soep-is,MEM12_IS,2012,mem0906aj,soep-is,inno,2013,mem0906aj
soep-is,MEM12_IS,2012,mem0906b,soep-is,inno,2013,mem0906b
soep-is,MEM12_IS,2012,mem0906c,soep-is,inno,2013,mem0906c
soep-is,MEM12_IS,2012,mem0906d,soep-is,inno,2013,mem0906d
soep-is,MEM12_IS,2012,mem0906e,soep-is,inno,2013,mem0906e
soep-is,MEM12_IS,2012,mem0906f,soep-is,inno,2013,mem0906f
soep-is,MEM12_IS,2012,mem0906g,soep-is,inno,2013,mem0906g
soep-is,MEM12_IS,2012,mem0906h,soep-is,inno,2013,mem0906h
soep-is,MEM12_IS,2012,mem0906i,soep-is,inno,2013,mem0906i
soep-is,MEM12_IS,2012,mem0906j,soep-is,inno,2013,mem0906j
soep-is,MEM12_IS,2012,mem0907a,soep-is,inno,2013,mem0907a
soep-is,MEM12_IS,2012,mem0907aa,soep-is,inno,2013,mem0907aa
soep-is,MEM12_IS,2012,mem0907ab,soep-is,inno,2013,mem0907ab
soep-is,MEM12_IS,2012,mem0907ac,soep-is,inno,2013,mem0907ac
soep-is,MEM12_IS,2012,mem0907ad,soep-is,inno,2013,mem0907ad
soep-is,MEM12_IS,2012,mem0907ae,soep-is,inno,2013,mem0907ae
soep-is,MEM12_IS,2012,mem0907af,soep-is,inno,2013,mem0907af
soep-is,MEM12_IS,2012,mem0907ag,soep-is,inno,2013,mem0907ag
soep-is,MEM12_IS,2012,mem0907ah,soep-is,inno,2013,mem0907ah
soep-is,MEM12_IS,2012,mem0907ai,soep-is,inno,2013,mem0907ai
soep-is,MEM12_IS,2012,mem0907aj,soep-is,inno,2013,mem0907aj
soep-is,MEM12_IS,2012,mem0907b,soep-is,inno,2013,mem0907b
soep-is,MEM12_IS,2012,mem0907c,soep-is,inno,2013,mem0907c
soep-is,MEM12_IS,2012,mem0907d,soep-is,inno,2013,mem0907d
soep-is,MEM12_IS,2012,mem0907e,soep-is,inno,2013,mem0907e
soep-is,MEM12_IS,2012,mem0907f,soep-is,inno,2013,mem0907f
soep-is,MEM12_IS,2012,mem0907g,soep-is,inno,2013,mem0907g
soep-is,MEM12_IS,2012,mem0907h,soep-is,inno,2013,mem0907h
soep-is,MEM12_IS,2012,mem0907i,soep-is,inno,2013,mem0907i
soep-is,MEM12_IS,2012,mem0907j,soep-is,inno,2013,mem0907j
soep-is,MEM12_IS,2012,mem0908a,soep-is,inno,2013,mem0908a
soep-is,MEM12_IS,2012,mem0908aa,soep-is,inno,2013,mem0908aa
soep-is,MEM12_IS,2012,mem0908ab,soep-is,inno,2013,mem0908ab
soep-is,MEM12_IS,2012,mem0908ac,soep-is,inno,2013,mem0908ac
soep-is,MEM12_IS,2012,mem0908ad,soep-is,inno,2013,mem0908ad
soep-is,MEM12_IS,2012,mem0908ae,soep-is,inno,2013,mem0908ae
soep-is,MEM12_IS,2012,mem0908af,soep-is,inno,2013,mem0908af
soep-is,MEM12_IS,2012,mem0908ag,soep-is,inno,2013,mem0908ag
soep-is,MEM12_IS,2012,mem0908ah,soep-is,inno,2013,mem0908ah
soep-is,MEM12_IS,2012,mem0908ai,soep-is,inno,2013,mem0908ai
soep-is,MEM12_IS,2012,mem0908aj,soep-is,inno,2013,mem0908aj
soep-is,MEM12_IS,2012,mem0908b,soep-is,inno,2013,mem0908b
soep-is,MEM12_IS,2012,mem0908c,soep-is,inno,2013,mem0908c
soep-is,MEM12_IS,2012,mem0908d,soep-is,inno,2013,mem0908d
soep-is,MEM12_IS,2012,mem0908e,soep-is,inno,2013,mem0908e
soep-is,MEM12_IS,2012,mem0908f,soep-is,inno,2013,mem0908f
soep-is,MEM12_IS,2012,mem0908g,soep-is,inno,2013,mem0908g
soep-is,MEM12_IS,2012,mem0908h,soep-is,inno,2013,mem0908h
soep-is,MEM12_IS,2012,mem0908i,soep-is,inno,2013,mem0908i
soep-is,MEM12_IS,2012,mem0908j,soep-is,inno,2013,mem0908j
soep-is,MEM12_IS,2012,mem0909a,soep-is,inno,2013,mem0909a
soep-is,MEM12_IS,2012,mem0909aa,soep-is,inno,2013,mem0909aa
soep-is,MEM12_IS,2012,mem0909ab,soep-is,inno,2013,mem0909ab
soep-is,MEM12_IS,2012,mem0909ac,soep-is,inno,2013,mem0909ac
soep-is,MEM12_IS,2012,mem0909ad,soep-is,inno,2013,mem0909ad
soep-is,MEM12_IS,2012,mem0909ae,soep-is,inno,2013,mem0909ae
soep-is,MEM12_IS,2012,mem0909af,soep-is,inno,2013,mem0909af
soep-is,MEM12_IS,2012,mem0909ag,soep-is,inno,2013,mem0909ag
soep-is,MEM12_IS,2012,mem0909ah,soep-is,inno,2013,mem0909ah
soep-is,MEM12_IS,2012,mem0909ai,soep-is,inno,2013,mem0909ai
soep-is,MEM12_IS,2012,mem0909aj,soep-is,inno,2013,mem0909aj
soep-is,MEM12_IS,2012,mem0909b,soep-is,inno,2013,mem0909b
soep-is,MEM12_IS,2012,mem0909c,soep-is,inno,2013,mem0909c
soep-is,MEM12_IS,2012,mem0909d,soep-is,inno,2013,mem0909d
soep-is,MEM12_IS,2012,mem0909e,soep-is,inno,2013,mem0909e
soep-is,MEM12_IS,2012,mem0909f,soep-is,inno,2013,mem0909f
soep-is,MEM12_IS,2012,mem0909g,soep-is,inno,2013,mem0909g
soep-is,MEM12_IS,2012,mem0909h,soep-is,inno,2013,mem0909h
soep-is,MEM12_IS,2012,mem0909i,soep-is,inno,2013,mem0909i
soep-is,MEM12_IS,2012,mem0909j,soep-is,inno,2013,mem0909j
soep-is,MEM12_IS,2012,mem0910a,soep-is,inno,2013,mem0910a
soep-is,MEM12_IS,2012,mem0910aa,soep-is,inno,2013,mem0910aa
soep-is,MEM12_IS,2012,mem0910ab,soep-is,inno,2013,mem0910ab
soep-is,MEM12_IS,2012,mem0910ac,soep-is,inno,2013,mem0910ac
soep-is,MEM12_IS,2012,mem0910ad,soep-is,inno,2013,mem0910ad
soep-is,MEM12_IS,2012,mem0910ae,soep-is,inno,2013,mem0910ae
soep-is,MEM12_IS,2012,mem0910af,soep-is,inno,2013,mem0910af
soep-is,MEM12_IS,2012,mem0910ag,soep-is,inno,2013,mem0910ag
soep-is,MEM12_IS,2012,mem0910ah,soep-is,inno,2013,mem0910ah
soep-is,MEM12_IS,2012,mem0910ai,soep-is,inno,2013,mem0910ai
soep-is,MEM12_IS,2012,mem0910aj,soep-is,inno,2013,mem0910aj
soep-is,MEM12_IS,2012,mem0910b,soep-is,inno,2013,mem0910b
soep-is,MEM12_IS,2012,mem0910c,soep-is,inno,2013,mem0910c
soep-is,MEM12_IS,2012,mem0910d,soep-is,inno,2013,mem0910d
soep-is,MEM12_IS,2012,mem0910e,soep-is,inno,2013,mem0910e
soep-is,MEM12_IS,2012,mem0910f,soep-is,inno,2013,mem0910f
soep-is,MEM12_IS,2012,mem0910g,soep-is,inno,2013,mem0910g
soep-is,MEM12_IS,2012,mem0910h,soep-is,inno,2013,mem0910h
soep-is,MEM12_IS,2012,mem0910i,soep-is,inno,2013,mem0910i
soep-is,MEM12_IS,2012,mem0910j,soep-is,inno,2013,mem0910j
soep-is,MEM12_IS,2012,mem0911a,soep-is,inno,2013,mem0911a
soep-is,MEM12_IS,2012,mem0911aa,soep-is,inno,2013,mem0911aa
soep-is,MEM12_IS,2012,mem0911ab,soep-is,inno,2013,mem0911ab
soep-is,MEM12_IS,2012,mem0911ac,soep-is,inno,2013,mem0911ac
soep-is,MEM12_IS,2012,mem0911ad,soep-is,inno,2013,mem0911ad
soep-is,MEM12_IS,2012,mem0911ae,soep-is,inno,2013,mem0911ae
soep-is,MEM12_IS,2012,mem0911af,soep-is,inno,2013,mem0911af
soep-is,MEM12_IS,2012,mem0911ag,soep-is,inno,2013,mem0911ag
soep-is,MEM12_IS,2012,mem0911ah,soep-is,inno,2013,mem0911ah
soep-is,MEM12_IS,2012,mem0911ai,soep-is,inno,2013,mem0911ai
soep-is,MEM12_IS,2012,mem0911aj,soep-is,inno,2013,mem0911aj
soep-is,MEM12_IS,2012,mem0911b,soep-is,inno,2013,mem0911b
soep-is,MEM12_IS,2012,mem0911c,soep-is,inno,2013,mem0911c
soep-is,MEM12_IS,2012,mem0911d,soep-is,inno,2013,mem0911d
soep-is,MEM12_IS,2012,mem0911e,soep-is,inno,2013,mem0911e
soep-is,MEM12_IS,2012,mem0911f,soep-is,inno,2013,mem0911f
soep-is,MEM12_IS,2012,mem0911g,soep-is,inno,2013,mem0911g
soep-is,MEM12_IS,2012,mem0911h,soep-is,inno,2013,mem0911h
soep-is,MEM12_IS,2012,mem0911i,soep-is,inno,2013,mem0911i
soep-is,MEM12_IS,2012,mem0911j,soep-is,inno,2013,mem0911j
soep-is,MEM12_IS,2012,mem0912a,soep-is,inno,2013,mem0912a
soep-is,MEM12_IS,2012,mem0912aa,soep-is,inno,2013,mem0912aa
soep-is,MEM12_IS,2012,mem0912ab,soep-is,inno,2013,mem0912ab
soep-is,MEM12_IS,2012,mem0912ac,soep-is,inno,2013,mem0912ac
soep-is,MEM12_IS,2012,mem0912ad,soep-is,inno,2013,mem0912ad
soep-is,MEM12_IS,2012,mem0912ae,soep-is,inno,2013,mem0912ae
soep-is,MEM12_IS,2012,mem0912af,soep-is,inno,2013,mem0912af
